agree_button.numClicks,agree_button.timesOn,agree_button.timesOff,decline_button.numClicks,decline_button.timesOn,decline_button.timesOff,age,sex,occupation,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,continue_button.numClicks,continue_button.timesOn,continue_button.timesOff,text_response_box.text,submit_button.numClicks,submit_button.timesOn,submit_button.timesOff,questions_loop_2.thisRepN,questions_loop_2.thisTrialN,questions_loop_2.thisN,questions_loop_2.thisIndex,questions_loop_2.ran,continue_button_3.numClicks,continue_button_3.timesOn,continue_button_3.timesOff,mouse_resp.x,mouse_resp.y,mouse_resp.leftButton,mouse_resp.midButton,mouse_resp.rightButton,mouse_resp.time,mouse_resp.clicked_name,continue_button_2.numClicks,continue_button_2.timesOn,continue_button_2.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,outcome_a1,outcome_a2,outcome_a3,outcome_b1,outcome_b2,outcome_b3,ev_a,ev_b,ev_diff,var_a,var_b,var_diff,loss_a,loss_b,loss_diff,skew_a,skew_b,skew_diff,lottery_type,sanity_check,bonus_payment,end_resp.keys,end_resp.rt,end_resp.duration
1,[25.309800000011926],[25.309800000011926],0,[],[],29,female,Finance Analyst,2025-08-07_10h35.46.433,lotterie_task,2024.2.4,Win32,60.60606061,5f5a2c71564c5608637736f3,68947058ad5ea3fc73912f3f,68947260e0c08d2b60fce5d3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,29,female,Finance Analyst,2025-08-07_10h35.46.433,lotterie_task,2024.2.4,Win32,60.60606061,5f5a2c71564c5608637736f3,68947058ad5ea3fc73912f3f,68947260e0c08d2b60fce5d3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,29,female,Finance Analyst,2025-08-07_10h35.46.433,lotterie_task,2024.2.4,Win32,60.60606061,5f5a2c71564c5608637736f3,68947058ad5ea3fc73912f3f,68947260e0c08d2b60fce5d3,1,[50.22740000000596],[50.22740000000596],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,29,female,Finance Analyst,2025-08-07_10h35.46.433,lotterie_task,2024.2.4,Win32,60.60606061,5f5a2c71564c5608637736f3,68947058ad5ea3fc73912f3f,68947260e0c08d2b60fce5d3,,,,33,1,[65.91459999999404],[65.91459999999404],0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,29,female,Finance Analyst,2025-08-07_10h35.46.433,lotterie_task,2024.2.4,Win32,60.60606061,5f5a2c71564c5608637736f3,68947058ad5ea3fc73912f3f,68947260e0c08d2b60fce5d3,,,,33,1,[72.75619999998807],[72.75619999998807],1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,29,female,Finance Analyst,2025-08-07_10h35.46.433,lotterie_task,2024.2.4,Win32,60.60606061,5f5a2c71564c5608637736f3,68947058ad5ea3fc73912f3f,68947260e0c08d2b60fce5d3,,,,,,,,,,,,,1,[88.53530000001192],[88.53530000001192],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,29,female,Finance Analyst,2025-08-07_10h35.46.433,lotterie_task,2024.2.4,Win32,60.60606061,5f5a2c71564c5608637736f3,68947058ad5ea3fc73912f3f,68947260e0c08d2b60fce5d3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,29,female,Finance Analyst,2025-08-07_10h35.46.433,lotterie_task,2024.2.4,Win32,60.60606061,5f5a2c71564c5608637736f3,68947058ad5ea3fc73912f3f,68947260e0c08d2b60fce5d3,,,,,,,,,,,,,,,,[-0.3724761998667387],[-0.03797059321878664],[1],[0],[0],[7.969300000011913],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,0,0,30,1,70,16,-49,84,3,-41,12.33333333,15.33333333,-3,48.65068231,51.77086268,-3.12018037,-49,-41,-8,-0.11,0.34,-0.45,unconfounded,FALSE,,,,
,,,,,,29,female,Finance Analyst,2025-08-07_10h35.46.433,lotterie_task,2024.2.4,Win32,60.60606061,5f5a2c71564c5608637736f3,68947058ad5ea3fc73912f3f,68947260e0c08d2b60fce5d3,,,,,,,,,,,,,,,,[0.25797843262291176],[0.014133109017804806],[1],[0],[0],[10.410799999982117],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,1,1,216,1,45,12,-30,50,15,-25,9,13.33,4.33,916,902.22,-13.78,30,25,-5,0.2,0.3,0.1,unconfounded,TRUE,,,,
,,,,,,29,female,Finance Analyst,2025-08-07_10h35.46.433,lotterie_task,2024.2.4,Win32,60.60606061,5f5a2c71564c5608637736f3,68947058ad5ea3fc73912f3f,68947260e0c08d2b60fce5d3,,,,,,,,,,,,,,,,[-0.28520254513023885],[0.046697905027293374],[1],[0],[0],[4.461799999982134],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,2,2,26,1,49,33,-54,78,3,-44,9.333333333,12.33333333,-3,45.25728916,50.24163833,-4.98434917,-54,-44,-10,-0.64,0.27,-0.91,unconfounded,FALSE,,,,
,,,,,,29,female,Finance Analyst,2025-08-07_10h35.46.433,lotterie_task,2024.2.4,Win32,60.60606061,5f5a2c71564c5608637736f3,68947058ad5ea3fc73912f3f,68947260e0c08d2b60fce5d3,,,,,,,,,,,,,,,,[0.17591512664401376],[-0.043180941976388484],[1],[0],[0],[8.889700000017882],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,3,3,75,1,63,45,-19,81,8,-9,29.66666667,26.66666667,3,35.18838192,39.04128869,-3.852906764,-19,-9,-10,-0.57,0.61,-1.18,unconfounded,FALSE,,,,
,,,,,,29,female,Finance Analyst,2025-08-07_10h35.46.433,lotterie_task,2024.2.4,Win32,60.60606061,5f5a2c71564c5608637736f3,68947058ad5ea3fc73912f3f,68947260e0c08d2b60fce5d3,,,,,,,,,,,,,,,,[0.2931484208995824],[0.08838087397191896],[1],[0],[0],[17.06340000000594],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,4,4,5,1,45,38,-33,83,15,-21,16.66666667,25.66666667,-9,35.23571421,43.12256434,-7.886850138,-33,-21,-12,-0.69,0.36,-1.05,unconfounded,FALSE,,,,
,,,,,,29,female,Finance Analyst,2025-08-07_10h35.46.433,lotterie_task,2024.2.4,Win32,60.60606061,5f5a2c71564c5608637736f3,68947058ad5ea3fc73912f3f,68947260e0c08d2b60fce5d3,,,,,,,,,,,,,,,,[0.3752117984320047],[0.06623673970087192],[1],[0],[0],[2.931200000017867],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,5,5,86,1,80,45,-79,99,3,-74,15.33333333,9.333333333,6,68.2169741,70.76879413,-2.551820026,-79,-74,-5,-0.57,0.13,-0.7,unconfounded,FALSE,,,,
,,,,,,29,female,Finance Analyst,2025-08-07_10h35.46.433,lotterie_task,2024.2.4,Win32,60.60606061,5f5a2c71564c5608637736f3,68947058ad5ea3fc73912f3f,68947260e0c08d2b60fce5d3,,,,,,,,,,,,,,,,[-0.2982283991358624],[0.011527916750622803],[1],[0],[0],[5.608900000005974],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,6,6,162,1,78,64,-50,80,54,-42,30.66666667,30.66666667,0,57.32558087,52.46797965,4.857601218,-50,-42,-8,-0.68,-0.58,-0.1,confounded,FALSE,,,,
,,,,,,29,female,Finance Analyst,2025-08-07_10h35.46.433,lotterie_task,2024.2.4,Win32,60.60606061,5f5a2c71564c5608637736f3,68947058ad5ea3fc73912f3f,68947260e0c08d2b60fce5d3,,,,,,,,,,,,,,,,[0.22411100470307005],[0.007620092573087632],[1],[0],[0],[22.66840000000596],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,7,7,211,1,91,75,-12,94,55,-4,51.33333333,48.33333333,3,45.25728916,40.28509512,4.97219404,-12,-4,-8,-0.64,-0.24,-0.4,confounded,FALSE,,,,
,,,,,,29,female,Finance Analyst,2025-08-07_10h35.46.433,lotterie_task,2024.2.4,Win32,60.60606061,5f5a2c71564c5608637736f3,68947058ad5ea3fc73912f3f,68947260e0c08d2b60fce5d3,,,,,,,,,,,,,,,,[0.3074769425923212],[0.02325124617617966],[1],[0],[0],[3.226699999988085],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,8,8,14,1,70,55,-15,99,30,-1,36.66666667,42.66666667,-6,37.04351795,41.7957999,-4.752281944,-15,-1,-14,-0.62,0.43,-1.05,unconfounded,FALSE,,,,
,,,,,,29,female,Finance Analyst,2025-08-07_10h35.46.433,lotterie_task,2024.2.4,Win32,60.60606061,5f5a2c71564c5608637736f3,68947058ad5ea3fc73912f3f,68947260e0c08d2b60fce5d3,,,,,,,,,,,,,,,,[-0.19532366234979484],[0.03367197946814551],[1],[0],[0],[2.0660999999940373],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,9,9,28,1,81,32,-83,99,17,-77,10,13,-3,68.73621074,71.90734779,-3.171137055,-83,-77,-6,-0.45,-0.08,-0.37,unconfounded,FALSE,,,,
,,,,,,29,female,Finance Analyst,2025-08-07_10h35.46.433,lotterie_task,2024.2.4,Win32,60.60606061,5f5a2c71564c5608637736f3,68947058ad5ea3fc73912f3f,68947260e0c08d2b60fce5d3,,,,,,,,,,,,,,,,[0.35437026029454866],[0.034974575601736516],[1],[0],[0],[3.8637000000179],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,10,10,210,1,91,73,-19,96,36,-14,48.33333333,39.33333333,9,48.17560471,44.96912521,3.206479496,-19,-14,-5,-0.63,0.11,-0.74,confounded,FALSE,,,,
