agree_button.numClicks,agree_button.timesOn,agree_button.timesOff,decline_button.numClicks,decline_button.timesOn,decline_button.timesOff,age,sex,occupation,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,continue_button.numClicks,continue_button.timesOn,continue_button.timesOff,slider.response,slider.rt,submit_button.numClicks,submit_button.timesOn,submit_button.timesOff,questions_loop_2.thisRepN,questions_loop_2.thisTrialN,questions_loop_2.thisN,questions_loop_2.thisIndex,questions_loop_2.ran,check_correctness.started,check_correctness.stopped,failed_questions.started,failed_questions.stopped,continue_button_3.numClicks,continue_button_3.timesOn,continue_button_3.timesOff,mouse_resp.x,mouse_resp.y,mouse_resp.leftButton,mouse_resp.midButton,mouse_resp.rightButton,mouse_resp.time,mouse_resp.clicked_name,continue_button_2.numClicks,continue_button_2.timesOn,continue_button_2.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,outcome_a1,outcome_a2,outcome_a3,outcome_b1,outcome_b2,outcome_b3,ev_a,ev_b,ev_diff,var_a,var_b,var_diff,loss_a,loss_b,loss_diff,skew_a,skew_b,skew_diff,lottery_type,sanity_check,bonus_payment,end_resp.keys,end_resp.rt,end_resp.duration
1,[2.8432000000001842],[2.8432000000001842],0,[],[],54,male,Senior Manager,2025-08-18_14h30.26.107,lotterie_task,2024.2.4,Win32,7.496251874,626285ad898d0ce84c5e1184,68947058ad5ea3fc73912f3f,68a328b0ebf58746998ccfbc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,54,male,Senior Manager,2025-08-18_14h30.26.107,lotterie_task,2024.2.4,Win32,7.496251874,626285ad898d0ce84c5e1184,68947058ad5ea3fc73912f3f,68a328b0ebf58746998ccfbc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,54,male,Senior Manager,2025-08-18_14h30.26.107,lotterie_task,2024.2.4,Win32,7.496251874,626285ad898d0ce84c5e1184,68947058ad5ea3fc73912f3f,68a328b0ebf58746998ccfbc,1,[23.993900000000377],[23.993900000000377],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,54,male,Senior Manager,2025-08-18_14h30.26.107,lotterie_task,2024.2.4,Win32,7.496251874,626285ad898d0ce84c5e1184,68947058ad5ea3fc73912f3f,68a328b0ebf58746998ccfbc,,,,33,9.4552,1,[65.83129999999981],[65.83129999999981],0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,54,male,Senior Manager,2025-08-18_14h30.26.107,lotterie_task,2024.2.4,Win32,7.496251874,626285ad898d0ce84c5e1184,68947058ad5ea3fc73912f3f,68a328b0ebf58746998ccfbc,,,,33,32.3327,1,[113.23229999999981],[113.23239999999944],1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,54,male,Senior Manager,2025-08-18_14h30.26.107,lotterie_task,2024.2.4,Win32,7.496251874,626285ad898d0ce84c5e1184,68947058ad5ea3fc73912f3f,68a328b0ebf58746998ccfbc,,,,,,,,,,,,,,113.4981,113.4983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,54,male,Senior Manager,2025-08-18_14h30.26.107,lotterie_task,2024.2.4,Win32,7.496251874,626285ad898d0ce84c5e1184,68947058ad5ea3fc73912f3f,68a328b0ebf58746998ccfbc,,,,,,,,,,,,,,,,113.4983,113.4996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,54,male,Senior Manager,2025-08-18_14h30.26.107,lotterie_task,2024.2.4,Win32,7.496251874,626285ad898d0ce84c5e1184,68947058ad5ea3fc73912f3f,68a328b0ebf58746998ccfbc,,,,,,,,,,,,,,,,,,1,[117.63689999999943],[117.63689999999943],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,54,male,Senior Manager,2025-08-18_14h30.26.107,lotterie_task,2024.2.4,Win32,7.496251874,626285ad898d0ce84c5e1184,68947058ad5ea3fc73912f3f,68a328b0ebf58746998ccfbc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,54,male,Senior Manager,2025-08-18_14h30.26.107,lotterie_task,2024.2.4,Win32,7.496251874,626285ad898d0ce84c5e1184,68947058ad5ea3fc73912f3f,68a328b0ebf58746998ccfbc,,,,,,,,,,,,,,,,,,,,,[0.24166666666666667],[-0.053703703703703705],[1],[0],[0],[10.188399999999461],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,0,0,46,1,57,37,-65,85,1,-54,9.666666667,10.66666667,-1,53.42492136,57.15670467,-3.731783312,-65,-54,-11,-0.63,0.25,-0.88,unconfounded,FALSE,,,,
