agree_button.numClicks,agree_button.timesOn,agree_button.timesOff,decline_button.numClicks,decline_button.timesOn,decline_button.timesOff,age,sex,occupation,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,continue_button.numClicks,continue_button.timesOn,continue_button.timesOff,text_response_box.text,submit_button.numClicks,submit_button.timesOn,submit_button.timesOff,questions_loop_2.thisRepN,questions_loop_2.thisTrialN,questions_loop_2.thisN,questions_loop_2.thisIndex,questions_loop_2.ran,continue_button_3.numClicks,continue_button_3.timesOn,continue_button_3.timesOff,mouse_resp.x,mouse_resp.y,mouse_resp.leftButton,mouse_resp.midButton,mouse_resp.rightButton,mouse_resp.time,mouse_resp.clicked_name,continue_button_2.numClicks,continue_button_2.timesOn,continue_button_2.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,outcome_a1,outcome_a2,outcome_a3,outcome_b1,outcome_b2,outcome_b3,ev_a,ev_b,ev_diff,var_a,var_b,var_diff,loss_a,loss_b,loss_diff,skew_a,skew_b,skew_diff,lottery_type,sanity_check,bonus_payment,end_resp.keys,end_resp.rt,end_resp.duration
1,[6.4282999997139],[6.428399999618531],0,[],[],20,female,data analyst,2025-08-07_10h30.33.923,lotterie_task,2024.2.4,Win32,59.88023952,676056c4ad585b4aeebf6154,68947058ad5ea3fc73912f3f,68947217b3e99a3f7adf3940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,20,female,data analyst,2025-08-07_10h30.33.923,lotterie_task,2024.2.4,Win32,59.88023952,676056c4ad585b4aeebf6154,68947058ad5ea3fc73912f3f,68947217b3e99a3f7adf3940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,20,female,data analyst,2025-08-07_10h30.33.923,lotterie_task,2024.2.4,Win32,59.88023952,676056c4ad585b4aeebf6154,68947058ad5ea3fc73912f3f,68947217b3e99a3f7adf3940,1,[23.14190000009537],[23.14190000009537],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,20,female,data analyst,2025-08-07_10h30.33.923,lotterie_task,2024.2.4,Win32,59.88023952,676056c4ad585b4aeebf6154,68947058ad5ea3fc73912f3f,68947217b3e99a3f7adf3940,,,,33.3,1,[35.496500000000005],[35.496500000000005],0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,20,female,data analyst,2025-08-07_10h30.33.923,lotterie_task,2024.2.4,Win32,59.88023952,676056c4ad585b4aeebf6154,68947058ad5ea3fc73912f3f,68947217b3e99a3f7adf3940,,,,33.3,1,[46.14809999990464],[46.14809999990464],1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,20,female,data analyst,2025-08-07_10h30.33.923,lotterie_task,2024.2.4,Win32,59.88023952,676056c4ad585b4aeebf6154,68947058ad5ea3fc73912f3f,68947217b3e99a3f7adf3940,,,,,,,,,,,,,1,[56.435599999904646],[56.435599999904646],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,20,female,data analyst,2025-08-07_10h30.33.923,lotterie_task,2024.2.4,Win32,59.88023952,676056c4ad585b4aeebf6154,68947058ad5ea3fc73912f3f,68947217b3e99a3f7adf3940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,20,female,data analyst,2025-08-07_10h30.33.923,lotterie_task,2024.2.4,Win32,59.88023952,676056c4ad585b4aeebf6154,68947058ad5ea3fc73912f3f,68947217b3e99a3f7adf3940,,,,,,,,,,,,,,,,[0.2564815238670067],[0.018518518518518517],[1],[0],[0],[7.348099999904619],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,0,0,25,1,71,42,-92,95,21,-86,7,10,-3,70.99765254,74.30118886,-3.303536321,-92,-86,-6,-0.62,-0.22,-0.4,unconfounded,FALSE,,,,
,,,,,,20,female,data analyst,2025-08-07_10h30.33.923,lotterie_task,2024.2.4,Win32,59.88023952,676056c4ad585b4aeebf6154,68947058ad5ea3fc73912f3f,68947217b3e99a3f7adf3940,,,,,,,,,,,,,,,,[-0.09166668079517505],[-0.08796296296296297],[1],[0],[0],[6.623199999809259],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,1,1,107,1,80,55,-43,97,5,-37,30.66666667,21.66666667,9,53.08065142,55.96030339,-2.879651967,-43,-37,-6,-0.59,0.42,-1.01,unconfounded,FALSE,,,,
,,,,,,20,female,data analyst,2025-08-07_10h30.33.923,lotterie_task,2024.2.4,Win32,59.88023952,676056c4ad585b4aeebf6154,68947058ad5ea3fc73912f3f,68947217b3e99a3f7adf3940,,,,,,,,,,,,,,,,[-0.1388888888888889],[-0.05925927338776765],[1],[0],[0],[5.698699999809264],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,2,2,209,1,86,67,-20,98,40,-5,44.33333333,44.33333333,0,46.14710777,42.16106682,3.986040948,-20,-5,-15,-0.62,0.15,-0.77,confounded,FALSE,,,,
