outcome_a1,outcome_a2,outcome_a3,outcome_b1,outcome_b2,outcome_b3,ev_a,ev_b,ev_diff,var_a,var_b,var_diff,loss_a,loss_b,loss_diff,skew_a,skew_b,skew_diff
560,390,-820,940,50,-800,43.33333333333333,63.33333333333333,-20.0,377488.88888888893,504688.8888888888,-127199.99999999988,-820,-800,-20,-0.67,0.03,-0.7000000000000001
320,250,-340,550,70,-330,76.66666666666666,96.66666666666666,-20.0,87622.2222222222,129422.22222222223,-41800.00000000003,-340,-330,-10,-0.68,0.11,-0.79
750,370,-230,980,180,-210,296.66666666666663,316.66666666666663,-20.0,162755.5555555556,245355.5555555556,-82600.0,-230,-210,-20,-0.27,0.39,-0.66
690,270,-540,920,80,-520,140.0,160.0,-20.0,260600.0,348800.0,-88200.0,-540,-520,-20,-0.37,0.2,-0.5700000000000001
640,500,-260,690,500,-250,293.3333333333333,313.3333333333333,-20.0,156355.55555555553,164688.88888888888,-8333.333333333343,-260,-250,-10,-0.64,-0.59,-0.050000000000000044
510,360,-720,810,90,-690,50.0,70.0,-20.0,300200.0,375200.0,-75000.0,-720,-690,-30,-0.67,-0.05,-0.62
510,460,-500,820,150,-440,156.66666666666666,176.66666666666666,-20.0,216022.22222222225,264955.55555555556,-48933.333333333314,-500,-440,-60,-0.7,0.08,-0.7799999999999999
700,230,-340,820,20,-190,196.66666666666666,216.66666666666666,-20.0,180822.22222222225,189355.5555555556,-8533.333333333343,-340,-190,-150,-0.12,0.59,-0.71
620,490,-220,870,220,-140,296.66666666666663,316.66666666666663,-20.0,136288.8888888889,174688.88888888888,-38399.99999999997,-220,-140,-80,-0.64,0.33,-0.97
800,370,-130,930,200,-30,346.66666666666663,366.66666666666663,-20.0,144422.22222222222,167488.88888888888,-23066.666666666657,-130,-30,-100,-0.09,0.54,-0.63
720,380,-160,830,230,-60,313.3333333333333,333.3333333333333,-20.0,131288.88888888888,137355.55555555556,-6066.666666666686,-160,-60,-100,-0.27,0.4,-0.67
610,420,-440,980,90,-420,196.66666666666666,216.66666666666666,-20.0,208688.88888888888,334688.88888888893,-126000.00000000006,-440,-420,-20,-0.62,0.32,-0.94
