outcome_a1,outcome_a2,outcome_a3,outcome_b1,outcome_b2,outcome_b3,ev_a,ev_b,ev_diff,var_a,var_b,var_diff,loss_a,loss_b,loss_diff,skew_a,skew_b,skew_diff
800,690,-800,1000,530,-780,230.0,250.0,-20.0,532466.6666666666,567266.6666666666,-34800.0,-800,-780,-20,-0.7,-0.51,-0.18999999999999995
310,180,-930,390,150,-920,-146.66666666666666,-126.66666666666666,-20.0,309622.2222222222,324288.88888888893,-14666.666666666744,-930,-920,-10,-0.68,-0.61,-0.07000000000000006
350,140,-80,450,90,-70,136.66666666666666,156.66666666666666,-20.0,30822.22222222222,47288.8888888889,-16466.66666666668,-80,-70,-10,-0.03,0.43,-0.45999999999999996
450,200,-640,590,60,-580,3.333333333333333,23.333333333333332,-20.0,217355.5555555556,228822.22222222225,-11466.666666666657,-640,-580,-60,-0.56,-0.11,-0.45000000000000007
700,20,-560,730,40,-550,53.33333333333333,73.33333333333333,-20.0,265155.55555555556,273622.22222222225,-8466.666666666686,-560,-550,-10,0.1,0.1,0.0
620,560,-600,950,250,-560,193.33333333333331,213.33333333333331,-20.0,315288.88888888893,380688.88888888893,-65400.0,-600,-560,-40,-0.7,-0.09,-0.61
660,250,-230,840,100,-200,226.66666666666666,246.66666666666666,-20.0,132288.88888888888,191022.22222222225,-58733.33333333337,-230,-200,-30,-0.1,0.47,-0.57
700,510,-230,890,270,-120,326.66666666666663,346.66666666666663,-20.0,160955.5555555556,172955.5555555555,-11999.999999999913,-230,-120,-110,-0.59,0.27,-0.86
800,560,-730,990,420,-720,210.0,230.0,-20.0,451400.0,505400.0,-54000.0,-730,-720,-10,-0.64,-0.38,-0.26
480,270,-390,710,40,-330,120.0,140.0,-20.0,137400.0,185266.66666666666,-47866.66666666666,-390,-330,-60,-0.54,0.34,-0.8800000000000001
400,220,-830,500,150,-800,-70.0,-50.0,-20.0,294200.0,301666.6666666667,-7466.666666666686,-830,-800,-30,-0.65,-0.5,-0.15000000000000002
390,360,-900,720,30,-840,-50.0,-30.0,-20.0,361400.0,407400.0,-46000.0,-900,-840,-60,-0.71,-0.14,-0.57
750,440,-300,820,410,-280,296.66666666666663,316.66666666666663,-20.0,194022.22222222225,206022.22222222225,-12000.0,-300,-280,-20,-0.45,-0.3,-0.15000000000000002
670,220,-390,770,100,-310,166.66666666666666,186.66666666666666,-20.0,188688.8888888889,198155.5555555556,-9466.666666666686,-390,-310,-80,-0.18,0.28,-0.46
440,230,-240,530,160,-200,143.33333333333331,163.33333333333331,-20.0,80822.22222222223,88822.22222222223,-8000.0,-240,-200,-40,-0.43,0.02,-0.45
710,410,-320,820,340,-300,266.66666666666663,286.66666666666663,-20.0,187088.8888888889,210488.8888888889,-23400.0,-320,-300,-20,-0.46,-0.17,-0.29000000000000004
490,460,-970,920,40,-920,-6.666666666666666,13.333333333333332,-20.0,464155.5555555557,564622.2222222221,-100466.66666666645,-970,-920,-50,-0.71,-0.05,-0.6599999999999999
540,450,-530,860,60,-400,153.33333333333331,173.33333333333331,-20.0,234822.22222222225,271022.22222222225,-36200.0,-530,-400,-130,-0.69,0.32,-1.01
880,360,-840,940,340,-820,133.33333333333331,153.33333333333331,-20.0,518755.5555555555,533688.8888888889,-14933.333333333372,-840,-820,-20,-0.44,-0.37,-0.07
240,140,-520,280,140,-500,-46.666666666666664,-26.666666666666664,-20.0,113688.88888888889,115288.88888888888,-1599.9999999999854,-520,-500,-20,-0.66,-0.62,-0.040000000000000036
760,450,-220,940,220,-140,330.0,340.0,-10.0,167266.66666666666,201600.0,-34333.33333333334,-220,-140,-80,-0.41,0.38,-0.79
650,300,-890,790,120,-820,20.0,30.0,-10.0,434466.6666666667,436066.6666666667,-1600.0,-890,-820,-70,-0.56,-0.2,-0.36000000000000004
680,540,-590,990,80,-410,210.0,220.0,-10.0,323266.6666666667,336466.6666666667,-13200.0,-590,-410,-180,-0.68,0.35,-1.03
660,500,-400,970,170,-350,253.33333333333331,263.3333333333333,-10.0,217688.8888888889,294755.55555555556,-77066.66666666666,-400,-350,-50,-0.65,0.25,-0.9
530,340,-300,640,200,-240,190.0,200.0,-10.0,126066.66666666667,129066.66666666667,-3000.0,-300,-240,-60,-0.56,0.0,-0.56
580,570,-380,860,200,-260,256.66666666666663,266.66666666666663,-10.0,202688.8888888889,211288.8888888889,-8600.0,-380,-260,-120,-0.71,0.21,-0.9199999999999999
730,510,-700,940,300,-670,180.0,190.0,-10.0,395266.6666666667,438066.6666666667,-42800.0,-700,-670,-30,-0.64,-0.24,-0.4
530,440,-520,750,170,-440,150.0,160.0,-10.0,225800.0,236066.66666666666,-10266.666666666657,-520,-440,-80,-0.69,-0.03,-0.6599999999999999
