agree_button.numClicks,agree_button.timesOn,agree_button.timesOff,decline_button.numClicks,decline_button.timesOn,decline_button.timesOff,age,sex,occupation,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,continue_button.numClicks,continue_button.timesOn,continue_button.timesOff,text_response_box.text,submit_button.numClicks,submit_button.timesOn,submit_button.timesOff,questions_loop_2.thisRepN,questions_loop_2.thisTrialN,questions_loop_2.thisN,questions_loop_2.thisIndex,questions_loop_2.ran,continue_button_3.numClicks,continue_button_3.timesOn,continue_button_3.timesOff,mouse_resp.x,mouse_resp.y,mouse_resp.leftButton,mouse_resp.midButton,mouse_resp.rightButton,mouse_resp.time,mouse_resp.clicked_name,continue_button_2.numClicks,continue_button_2.timesOn,continue_button_2.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,outcome_a1,outcome_a2,outcome_a3,outcome_b1,outcome_b2,outcome_b3,ev_a,ev_b,ev_diff,var_a,var_b,var_diff,loss_a,loss_b,loss_diff,skew_a,skew_b,skew_diff,lottery_type,sanity_check,bonus_payment,end_resp.keys,end_resp.rt,end_resp.duration
1,[80.13390000000597],[80.13390000000597],0,[],[],28,male,Marketing Executive,2025-08-07_10h38.39.053,lotterie_task,2024.2.4,MacIntel,59.97361161,60a033197af9369e76946104,68947058ad5ea3fc73912f3f,68947246b951188dee2f8ef3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,28,male,Marketing Executive,2025-08-07_10h38.39.053,lotterie_task,2024.2.4,MacIntel,59.97361161,60a033197af9369e76946104,68947058ad5ea3fc73912f3f,68947246b951188dee2f8ef3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,28,male,Marketing Executive,2025-08-07_10h38.39.053,lotterie_task,2024.2.4,MacIntel,59.97361161,60a033197af9369e76946104,68947058ad5ea3fc73912f3f,68947246b951188dee2f8ef3,1,[127.44749999999999],[127.44749999999999],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,28,male,Marketing Executive,2025-08-07_10h38.39.053,lotterie_task,2024.2.4,MacIntel,59.97361161,60a033197af9369e76946104,68947058ad5ea3fc73912f3f,68947246b951188dee2f8ef3,,,,33%,1,[152.63419999998806],[152.63419999998806],0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,28,male,Marketing Executive,2025-08-07_10h38.39.053,lotterie_task,2024.2.4,MacIntel,59.97361161,60a033197af9369e76946104,68947058ad5ea3fc73912f3f,68947246b951188dee2f8ef3,,,,66%,1,[169.86090000000596],[169.86090000000596],1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,28,male,Marketing Executive,2025-08-07_10h38.39.053,lotterie_task,2024.2.4,MacIntel,59.97361161,60a033197af9369e76946104,68947058ad5ea3fc73912f3f,68947246b951188dee2f8ef3,,,,,,,,,,,,,1,[187.4153000000119],[187.4153000000119],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,28,male,Marketing Executive,2025-08-07_10h38.39.053,lotterie_task,2024.2.4,MacIntel,59.97361161,60a033197af9369e76946104,68947058ad5ea3fc73912f3f,68947246b951188dee2f8ef3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,28,male,Marketing Executive,2025-08-07_10h38.39.053,lotterie_task,2024.2.4,MacIntel,59.97361161,60a033197af9369e76946104,68947058ad5ea3fc73912f3f,68947246b951188dee2f8ef3,,,,,,,,,,,,,,,,[-0.2448095703125],[0.0186767578125],[1],[0],[0],[6.1803000000119255],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,0,0,206,1,55,43,-60,58,7,-54,12.66666667,3.666666667,9,51.61610429,45.78451946,5.831584831,-60,-54,-6,-0.68,-0.11,-0.57,confounded,FALSE,,,,
,,,,,,28,male,Marketing Executive,2025-08-07_10h38.39.053,lotterie_task,2024.2.4,MacIntel,59.97361161,60a033197af9369e76946104,68947058ad5ea3fc73912f3f,68947246b951188dee2f8ef3,,,,,,,,,,,,,,,,[0.2008642578125],[0.0013623046875],[1],[0],[0],[5.892800000011903],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,1,1,125,1,85,77,-20,97,78,-6,47.33333333,56.33333333,-9,47.72374205,44.75364665,2.970095399,-20,-6,-14,-0.69,-0.61,-0.08,confounded,FALSE,,,,
,,,,,,28,male,Marketing Executive,2025-08-07_10h38.39.053,lotterie_task,2024.2.4,MacIntel,59.97361161,60a033197af9369e76946104,68947058ad5ea3fc73912f3f,68947246b951188dee2f8ef3,,,,,,,,,,,,,,,,[0.2263037109375],[-0.019072265625],[1],[0],[0],[2.3605999999940366],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,2,2,146,1,90,19,-42,81,3,-35,22.33333333,16.33333333,6,53.94029621,48.2861839,5.654112314,-42,-35,-7,0.09,0.39,-0.3,confounded,FALSE,,,,
,,,,,,28,male,Marketing Executive,2025-08-07_10h38.39.053,lotterie_task,2024.2.4,MacIntel,59.97361161,60a033197af9369e76946104,68947058ad5ea3fc73912f3f,68947246b951188dee2f8ef3,,,,,,,,,,,,,,,,[-0.1610205078125],[0.005732421875],[1],[0],[0],[3.4475999999940257],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,3,3,109,1,96,51,-91,99,54,-79,18.66666667,24.66666667,-6,79.69246444,75.57042337,4.122041069,-91,-79,-12,-0.54,-0.52,-0.02,confounded,FALSE,,,,
,,,,,,28,male,Marketing Executive,2025-08-07_10h38.39.053,lotterie_task,2024.2.4,MacIntel,59.97361161,60a033197af9369e76946104,68947058ad5ea3fc73912f3f,68947246b951188dee2f8ef3,,,,,,,,,,,,,,,,[-0.2321142578125],[0.0119384765625],[1],[0],[0],[2.576099999994028],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,4,4,166,1,88,64,-15,89,47,-2,45.66666667,44.66666667,1,44.00252518,37.18721405,6.815311129,-15,-2,-13,-0.55,-0.09,-0.46,confounded,FALSE,,,,
,,,,,,28,male,Marketing Executive,2025-08-07_10h38.39.053,lotterie_task,2024.2.4,MacIntel,59.97361161,60a033197af9369e76946104,68947058ad5ea3fc73912f3f,68947246b951188dee2f8ef3,,,,,,,,,,,,,,,,[-0.1898876953125],[-0.02654296875],[1],[0],[0],[3.0286999999880777],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,5,5,199,1,76,47,-60,74,22,-51,21,15,6,58.48646567,51.27052435,7.215941325,-60,-51,-9,-0.58,-0.2,-0.38,confounded,FALSE,,,,
,,,,,,28,male,Marketing Executive,2025-08-07_10h38.39.053,lotterie_task,2024.2.4,MacIntel,59.97361161,60a033197af9369e76946104,68947058ad5ea3fc73912f3f,68947246b951188dee2f8ef3,,,,,,,,,,,,,,,,[0.195849609375],[-0.03244140625],[1],[0],[0],[2.767599999994019],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,6,6,26,1,49,33,-54,78,3,-44,9.333333333,12.33333333,-3,45.25728916,50.24163833,-4.98434917,-54,-44,-10,-0.64,0.27,-0.91,unconfounded,FALSE,,,,
,,,,,,28,male,Marketing Executive,2025-08-07_10h38.39.053,lotterie_task,2024.2.4,MacIntel,59.97361161,60a033197af9369e76946104,68947058ad5ea3fc73912f3f,68947246b951188dee2f8ef3,,,,,,,,,,,,,,,,[0.163466796875],[-0.0137109375],[1],[0],[0],[2.2460000000000093],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,7,7,174,1,85,31,-13,81,32,-1,34.33333333,37.33333333,-3,40.07770231,33.68811198,6.389590326,-13,-1,-12,0.12,0.23,-0.11,confounded,FALSE,,,,
,,,,,,28,male,Marketing Executive,2025-08-07_10h38.39.053,lotterie_task,2024.2.4,MacIntel,59.97361161,60a033197af9369e76946104,68947058ad5ea3fc73912f3f,68947246b951188dee2f8ef3,,,,,,,,,,,,,,,,[0.137587890625],[-0.003671875],[1],[0],[0],[3.169599999994034],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,8,8,63,1,66,36,-14,80,11,-6,29.33333333,28.33333333,1,32.99831646,37.18721405,-4.188897596,-14,-6,-8,-0.29,0.6,-0.89,unconfounded,FALSE,,,,
,,,,,,28,male,Marketing Executive,2025-08-07_10h38.39.053,lotterie_task,2024.2.4,MacIntel,59.97361161,60a033197af9369e76946104,68947058ad5ea3fc73912f3f,68947246b951188dee2f8ef3,,,,,,,,,,,,,,,,[-0.1983203125],[0.022109375],[1],[0],[0],[2.183699999988079],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,9,9,41,1,72,34,-68,95,3,-57,12.66666667,13.66666667,-1,59.11194653,62.51044357,-3.398497045,-68,-57,-11,-0.49,0.25,-0.74,unconfounded,FALSE,,,,
,,,,,,28,male,Marketing Executive,2025-08-07_10h38.39.053,lotterie_task,2024.2.4,MacIntel,59.97361161,60a033197af9369e76946104,68947058ad5ea3fc73912f3f,68947246b951188dee2f8ef3,,,,,,,,,,,,,,,,[-0.15630859375],[0.001640625],[1],[0],[0],[2.27800000000002],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,10,10,210,1,91,73,-19,96,36,-14,48.33333333,39.33333333,9,48.17560471,44.96912521,3.206479496,-19,-14,-5,-0.63,0.11,-0.74,confounded,FALSE,,,,
,,,,,,28,male,Marketing Executive,2025-08-07_10h38.39.053,lotterie_task,2024.2.4,MacIntel,59.97361161,60a033197af9369e76946104,68947058ad5ea3fc73912f3f,68947246b951188dee2f8ef3,,,,,,,,,,,,,,,,[-0.1387744140625],[-0.0057373046875],[1],[0],[0],[2.5005999999940514],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,11,11,16,1,58,37,-21,83,16,-7,24.66666667,30.66666667,-6,33.40991204,38.17794593,-4.768033896,-21,-7,-14,-0.5,0.52,-1.02,unconfounded,FALSE,,,,
,,,,,,28,male,Marketing Executive,2025-08-07_10h38.39.053,lotterie_task,2024.2.4,MacIntel,59.97361161,60a033197af9369e76946104,68947058ad5ea3fc73912f3f,68947246b951188dee2f8ef3,,,,,,,,,,,,,,,,[-0.145673828125],[-0.00474609375],[1],[0],[0],[3.2512999999821375],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,12,12,4,1,65,10,-62,90,1,-51,4.333333333,13.33333333,-9,52.00213671,58.21988969,-6.217752982,-62,-51,-11,-0.16,0.31,-0.47,unconfounded,FALSE,,,,
,,,,,,28,male,Marketing Executive,2025-08-07_10h38.39.053,lotterie_task,2024.2.4,MacIntel,59.97361161,60a033197af9369e76946104,68947058ad5ea3fc73912f3f,68947246b951188dee2f8ef3,,,,,,,,,,,,,,,,[-0.09509765625],[-0.017568359375],[1],[0],[0],[1.8687000000178955],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,13,13,9,1,72,62,-10,99,53,-1,41.33333333,50.33333333,-9,36.52700675,40.86835233,-4.341345579,-10,-1,-9,-0.67,-0.1,-0.57,unconfounded,FALSE,,,,
,,,,,,28,male,Marketing Executive,2025-08-07_10h38.39.053,lotterie_task,2024.2.4,MacIntel,59.97361161,60a033197af9369e76946104,68947058ad5ea3fc73912f3f,68947246b951188dee2f8ef3,,,,,,,,,,,,,,,,[-0.1810205078125],[-0.0235498046875],[1],[0],[0],[3.733800000011911],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,14,14,114,1,51,45,-68,56,48,-58,9.333333333,15.33333333,-6,54.73775865,51.95724738,2.780511269,-68,-58,-10,-0.7,-0.69,-0.01,confounded,FALSE,,,,
,,,,,,28,male,Marketing Executive,2025-08-07_10h38.39.053,lotterie_task,2024.2.4,MacIntel,59.97361161,60a033197af9369e76946104,68947058ad5ea3fc73912f3f,68947246b951188dee2f8ef3,,,,,,,,,,,,,,,,[0.33759765625],[-0.0221484375],[1],[0],[0],[4.702699999988056],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,15,15,116,1,65,30,-84,74,33,-69,3.666666667,12.66666667,-9,63.61516241,60.12394605,3.491216361,-84,-69,-15,-0.55,-0.47,-0.08,confounded,FALSE,,,,
,,,,,,28,male,Marketing Executive,2025-08-07_10h38.39.053,lotterie_task,2024.2.4,MacIntel,59.97361161,60a033197af9369e76946104,68947058ad5ea3fc73912f3f,68947246b951188dee2f8ef3,,,,,,,,,,,,,,,,[0.237783203125],[-0.0076953125],[1],[0],[0],[2.611799999982111],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,16,16,96,1,66,61,-25,89,4,-18,34,25,9,41.76920716,46.13747573,-4.368268571,-25,-18,-7,-0.7,0.59,-1.29,unconfounded,FALSE,,,,
,,,,,,28,male,Marketing Executive,2025-08-07_10h38.39.053,lotterie_task,2024.2.4,MacIntel,59.97361161,60a033197af9369e76946104,68947058ad5ea3fc73912f3f,68947246b951188dee2f8ef3,,,,,,,,,,,,,,,,[-0.22482421875],[0.00029296875],[1],[0],[0],[2.083600000023864],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,17,17,88,1,61,49,-22,81,3,-14,29.33333333,23.33333333,6,36.62725154,41.36289266,-4.735641114,-22,-14,-8,-0.65,0.62,-1.27,unconfounded,FALSE,,,,
,,,,,,28,male,Marketing Executive,2025-08-07_10h38.39.053,lotterie_task,2024.2.4,MacIntel,59.97361161,60a033197af9369e76946104,68947058ad5ea3fc73912f3f,68947246b951188dee2f8ef3,,,,,,,,,,,,,,,,[0.1462451171875],[0.0259423828125],[1],[0],[0],[2.967199999988054],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,18,18,31,1,55,19,-13,73,1,-4,20.33333333,23.33333333,-3,27.77688887,35.17890782,-7.402018947,-13,-4,-9,0.07,0.7,-0.63,unconfounded,FALSE,,,,
,,,,,,28,male,Marketing Executive,2025-08-07_10h38.39.053,lotterie_task,2024.2.4,MacIntel,59.97361161,60a033197af9369e76946104,68947058ad5ea3fc73912f3f,68947246b951188dee2f8ef3,,,,,,,,,,,,,,,,[-0.1911474609375],[0.0117724609375],[1],[0],[0],[2.483799999982125],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,19,19,208,1,93,65,-15,92,30,-6,47.66666667,38.66666667,9,45.7626728,40.47495796,5.28771484,-15,-6,-9,-0.51,0.31,-0.82,confounded,FALSE,,,,
