agree_button.numClicks,agree_button.timesOn,agree_button.timesOff,decline_button.numClicks,decline_button.timesOn,decline_button.timesOff,age,sex,occupation,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,continue_button.numClicks,continue_button.timesOn,continue_button.timesOff,text_response_box.text,submit_button.numClicks,submit_button.timesOn,submit_button.timesOff,questions_loop_2.thisRepN,questions_loop_2.thisTrialN,questions_loop_2.thisN,questions_loop_2.thisIndex,questions_loop_2.ran,continue_button_3.numClicks,continue_button_3.timesOn,continue_button_3.timesOff,mouse_resp.x,mouse_resp.y,mouse_resp.leftButton,mouse_resp.midButton,mouse_resp.rightButton,mouse_resp.time,mouse_resp.clicked_name,continue_button_2.numClicks,continue_button_2.timesOn,continue_button_2.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,outcome_a1,outcome_a2,outcome_a3,outcome_b1,outcome_b2,outcome_b3,ev_a,ev_b,ev_diff,var_a,var_b,var_diff,loss_a,loss_b,loss_diff,skew_a,skew_b,skew_diff,lottery_type,sanity_check,bonus_payment,end_resp.keys,end_resp.rt,end_resp.duration
1,[18.94430000007153],[18.94430000007153],0,[],[],23,female,assistant psychologist,2025-08-07_10h38.24.061,lotterie_task,2024.2.4,MacIntel,62.11180124,67059d99d1093140330a3926,68947058ad5ea3fc73912f3f,6894722b65e92e06895f25a1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,23,female,assistant psychologist,2025-08-07_10h38.24.061,lotterie_task,2024.2.4,MacIntel,62.11180124,67059d99d1093140330a3926,68947058ad5ea3fc73912f3f,6894722b65e92e06895f25a1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,23,female,assistant psychologist,2025-08-07_10h38.24.061,lotterie_task,2024.2.4,MacIntel,62.11180124,67059d99d1093140330a3926,68947058ad5ea3fc73912f3f,6894722b65e92e06895f25a1,1,[41.91689999997617],[41.91689999997617],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,23,female,assistant psychologist,2025-08-07_10h38.24.061,lotterie_task,2024.2.4,MacIntel,62.11180124,67059d99d1093140330a3926,68947058ad5ea3fc73912f3f,6894722b65e92e06895f25a1,,,,33.3,1,[64.86440000009537],[64.86440000009537],0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,23,female,assistant psychologist,2025-08-07_10h38.24.061,lotterie_task,2024.2.4,MacIntel,62.11180124,67059d99d1093140330a3926,68947058ad5ea3fc73912f3f,6894722b65e92e06895f25a1,,,,33.3,1,[80.48090000009536],[80.48090000009536],1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,23,female,assistant psychologist,2025-08-07_10h38.24.061,lotterie_task,2024.2.4,MacIntel,62.11180124,67059d99d1093140330a3926,68947058ad5ea3fc73912f3f,6894722b65e92e06895f25a1,,,,,,,,,,,,,1,[86.27420000004768],[86.27430000007153],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,23,female,assistant psychologist,2025-08-07_10h38.24.061,lotterie_task,2024.2.4,MacIntel,62.11180124,67059d99d1093140330a3926,68947058ad5ea3fc73912f3f,6894722b65e92e06895f25a1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,23,female,assistant psychologist,2025-08-07_10h38.24.061,lotterie_task,2024.2.4,MacIntel,62.11180124,67059d99d1093140330a3926,68947058ad5ea3fc73912f3f,6894722b65e92e06895f25a1,,,,,,,,,,,,,,,,[-0.42853428431919643],[0.016001180013020835],[1],[0],[0],[7.614700000047691],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,0,0,25,1,71,42,-92,95,21,-86,7,10,-3,70.99765254,74.30118886,-3.303536321,-92,-86,-6,-0.62,-0.22,-0.4,unconfounded,FALSE,,,,
,,,,,,23,female,assistant psychologist,2025-08-07_10h38.24.061,lotterie_task,2024.2.4,MacIntel,62.11180124,67059d99d1093140330a3926,68947058ad5ea3fc73912f3f,6894722b65e92e06895f25a1,,,,,,,,,,,,,,,,[0.19189720517113096],[0.030723760695684523],[1],[0],[0],[8.958200000047668],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,1,1,132,1,81,40,-65,84,42,-52,18.66666667,24.66666667,-6,61.48351179,56.85849883,4.625012964,-65,-52,-13,-0.48,-0.43,-0.05,confounded,FALSE,,,,
,,,,,,23,female,assistant psychologist,2025-08-07_10h38.24.061,lotterie_task,2024.2.4,MacIntel,62.11180124,67059d99d1093140330a3926,68947058ad5ea3fc73912f3f,6894722b65e92e06895f25a1,,,,,,,,,,,,,,,,[-0.15462419782366071],[0.022540486653645834],[1],[0],[0],[4.225400000095362],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,2,2,90,1,61,53,-28,85,3,-20,28.66666667,22.66666667,6,40.20226638,45.0653846,-4.863118215,-28,-20,-8,-0.69,0.57,-1.26,unconfounded,FALSE,,,,
