agree_button.numClicks,agree_button.timesOn,agree_button.timesOff,decline_button.numClicks,decline_button.timesOn,decline_button.timesOff,age,sex,occupation,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,continue_button.numClicks,continue_button.timesOn,continue_button.timesOff,text_response_box.text,submit_button.numClicks,submit_button.timesOn,submit_button.timesOff,questions_loop_2.thisRepN,questions_loop_2.thisTrialN,questions_loop_2.thisN,questions_loop_2.thisIndex,questions_loop_2.ran,continue_button_3.numClicks,continue_button_3.timesOn,continue_button_3.timesOff,mouse_resp.x,mouse_resp.y,mouse_resp.leftButton,mouse_resp.midButton,mouse_resp.rightButton,mouse_resp.time,mouse_resp.clicked_name,continue_button_2.numClicks,continue_button_2.timesOn,continue_button_2.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,outcome_a1,outcome_a2,outcome_a3,outcome_b1,outcome_b2,outcome_b3,ev_a,ev_b,ev_diff,var_a,var_b,var_diff,loss_a,loss_b,loss_diff,skew_a,skew_b,skew_diff,lottery_type,sanity_check,bonus_payment,end_resp.keys,end_resp.rt,end_resp.duration
1,[8.08],[8.08],0,[],[],30,male,IT Analyst,2025-08-07_10h32.01.847,lotterie_task,2024.2.4,Win32,60.24096386,64526be1abfd84e77ccaeb63,68947058ad5ea3fc73912f3f,68947287953519c4e0614720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,30,male,IT Analyst,2025-08-07_10h32.01.847,lotterie_task,2024.2.4,Win32,60.24096386,64526be1abfd84e77ccaeb63,68947058ad5ea3fc73912f3f,68947287953519c4e0614720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,30,male,IT Analyst,2025-08-07_10h32.01.847,lotterie_task,2024.2.4,Win32,60.24096386,64526be1abfd84e77ccaeb63,68947058ad5ea3fc73912f3f,68947287953519c4e0614720,1,[43.405],[43.405],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,30,male,IT Analyst,2025-08-07_10h32.01.847,lotterie_task,2024.2.4,Win32,60.24096386,64526be1abfd84e77ccaeb63,68947058ad5ea3fc73912f3f,68947287953519c4e0614720,,,,33,1,[57.49839999961852],[57.49839999961852],0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,30,male,IT Analyst,2025-08-07_10h32.01.847,lotterie_task,2024.2.4,Win32,60.24096386,64526be1abfd84e77ccaeb63,68947058ad5ea3fc73912f3f,68947287953519c4e0614720,,,,33,1,[63.064899999618525],[63.064899999618525],1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,30,male,IT Analyst,2025-08-07_10h32.01.847,lotterie_task,2024.2.4,Win32,60.24096386,64526be1abfd84e77ccaeb63,68947058ad5ea3fc73912f3f,68947287953519c4e0614720,,,,,,,,,,,,,1,[80.86440000009536],[80.86440000009536],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,30,male,IT Analyst,2025-08-07_10h32.01.847,lotterie_task,2024.2.4,Win32,60.24096386,64526be1abfd84e77ccaeb63,68947058ad5ea3fc73912f3f,68947287953519c4e0614720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,30,male,IT Analyst,2025-08-07_10h32.01.847,lotterie_task,2024.2.4,Win32,60.24096386,64526be1abfd84e77ccaeb63,68947058ad5ea3fc73912f3f,68947287953519c4e0614720,,,,,,,,,,,,,,,,[-0.28818061088977426],[0.021912350597609563],[1],[0],[0],[6.619],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,0,0,167,1,67,60,-20,68,46,-10,35.66666667,34.66666667,1,39.46587837,32.83629428,6.629584088,-20,-10,-10,-0.69,-0.48,-0.21,confounded,FALSE,,,,
,,,,,,30,male,IT Analyst,2025-08-07_10h32.01.847,lotterie_task,2024.2.4,Win32,60.24096386,64526be1abfd84e77ccaeb63,68947058ad5ea3fc73912f3f,68947287953519c4e0614720,,,,,,,,,,,,,,,,[-0.21248339973439576],[-0.013944223107569721],[1],[0],[0],[4.160199999809265],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,1,1,178,1,87,67,-40,97,42,-25,38,38,0,55.75541827,49.88653793,5.868880342,-40,-25,-15,-0.64,-0.12,-0.52,confounded,FALSE,,,,
,,,,,,30,male,IT Analyst,2025-08-07_10h32.01.847,lotterie_task,2024.2.4,Win32,60.24096386,64526be1abfd84e77ccaeb63,68947058ad5ea3fc73912f3f,68947287953519c4e0614720,,,,,,,,,,,,,,,,[-0.10092961487383798],[-0.10690571049136786],[1],[0],[0],[4.4635999999046305],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,2,2,24,1,75,26,-42,94,6,-32,19.66666667,22.66666667,-3,47.97453028,52.77204647,-4.797516193,-42,-32,-10,-0.2,0.44,-0.64,unconfounded,FALSE,,,,
,,,,,,30,male,IT Analyst,2025-08-07_10h32.01.847,lotterie_task,2024.2.4,Win32,60.24096386,64526be1abfd84e77ccaeb63,68947058ad5ea3fc73912f3f,68947287953519c4e0614720,,,,,,,,,,,,,,,,[0.14873837981407703],[-0.06308100929614874],[1],[0],[0],[3.530000000000001],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,3,3,33,1,55,52,-40,92,13,-29,22.33333333,25.33333333,-3,44.09333535,50.16195991,-6.068624563,-40,-29,-11,-0.7,0.35,-1.05,unconfounded,FALSE,,,,
,,,,,,30,male,IT Analyst,2025-08-07_10h32.01.847,lotterie_task,2024.2.4,Win32,60.24096386,64526be1abfd84e77ccaeb63,68947058ad5ea3fc73912f3f,68947287953519c4e0614720,,,,,,,,,,,,,,,,[-0.13147410358565736],[-0.09628154050464807],[1],[0],[0],[2.663400000095379],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,4,4,38,1,52,25,-28,65,9,-22,16.33333333,17.33333333,-1,33.22983933,36.00308629,-2.773246953,-28,-22,-6,-0.37,0.33,-0.7,unconfounded,FALSE,,,,
,,,,,,30,male,IT Analyst,2025-08-07_10h32.01.847,lotterie_task,2024.2.4,Win32,60.24096386,64526be1abfd84e77ccaeb63,68947058ad5ea3fc73912f3f,68947287953519c4e0614720,,,,,,,,,,,,,,,,[-0.2297476759628154],[-0.08698539176626827],[1],[0],[0],[2.2960000000000065],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,5,5,7,1,68,22,-72,90,16,-61,6,15,-9,58.26376804,61.64954717,-3.385779129,-72,-61,-11,-0.39,-0.02,-0.37,unconfounded,FALSE,,,,
,,,,,,30,male,IT Analyst,2025-08-07_10h32.01.847,lotterie_task,2024.2.4,Win32,60.24096386,64526be1abfd84e77ccaeb63,68947058ad5ea3fc73912f3f,68947287953519c4e0614720,,,,,,,,,,,,,,,,[0.20717131474103587],[-0.03386454183266932],[1],[0],[0],[2.2135999999046305],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,6,6,159,1,82,74,-71,84,63,-59,28.33333333,29.33333333,-1,70.31516353,63.04671989,7.26844364,-71,-59,-12,-0.7,-0.65,-0.05,confounded,FALSE,,,,
,,,,,,30,male,IT Analyst,2025-08-07_10h32.01.847,lotterie_task,2024.2.4,Win32,60.24096386,64526be1abfd84e77ccaeb63,68947058ad5ea3fc73912f3f,68947287953519c4e0614720,,,,,,,,,,,,,,,,[0.2855245683930943],[-0.04448871181938911],[1],[0],[0],[3.0634999999999906],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,7,7,197,1,97,65,-14,96,44,-1,49.33333333,46.33333333,3,46.64999702,39.63444069,7.015556332,-14,-1,-13,-0.47,0.09,-0.56,confounded,FALSE,,,,
,,,,,,30,male,IT Analyst,2025-08-07_10h32.01.847,lotterie_task,2024.2.4,Win32,60.24096386,64526be1abfd84e77ccaeb63,68947058ad5ea3fc73912f3f,68947287953519c4e0614720,,,,,,,,,,,,,,,,[-0.3333333333333333],[-0.0551128818061089],[1],[0],[0],[2.2967000002861084],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,8,8,151,1,95,77,-55,97,48,-46,39,33,6,66.87301399,59.33520596,7.537808026,-55,-46,-9,-0.67,-0.36,-0.31,confounded,FALSE,,,,
,,,,,,30,male,IT Analyst,2025-08-07_10h32.01.847,lotterie_task,2024.2.4,Win32,60.24096386,64526be1abfd84e77ccaeb63,68947058ad5ea3fc73912f3f,68947287953519c4e0614720,,,,,,,,,,,,,,,,[-0.3346613545816733],[-0.05112881806108898],[1],[0],[0],[3.397200000286105],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,9,9,172,1,74,69,-25,82,49,-13,39.33333333,39.33333333,0,45.5363103,39.38132665,6.154983646,-25,-13,-12,-0.7,-0.35,-0.35,confounded,FALSE,,,,
,,,,,,30,male,IT Analyst,2025-08-07_10h32.01.847,lotterie_task,2024.2.4,Win32,60.24096386,64526be1abfd84e77ccaeb63,68947058ad5ea3fc73912f3f,68947287953519c4e0614720,,,,,,,,,,,,,,,,[-0.14873837981407703],[0.0006640106241699867],[1],[0],[0],[4.9617999997138895],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,10,10,171,1,65,35,-34,61,27,-22,22,22,0,41.44876355,34.06855833,7.380205222,-34,-22,-12,-0.44,-0.22,-0.22,confounded,FALSE,,,,
,,,,,,30,male,IT Analyst,2025-08-07_10h32.01.847,lotterie_task,2024.2.4,Win32,60.24096386,64526be1abfd84e77ccaeb63,68947058ad5ea3fc73912f3f,68947287953519c4e0614720,,,,,,,,,,,,,,,,[-0.199203187250996],[-0.013944223107569721],[1],[0],[0],[3.380199999809264],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,11,11,31,1,55,19,-13,73,1,-4,20.33333333,23.33333333,-3,27.77688887,35.17890782,-7.402018947,-13,-4,-9,0.07,0.7,-0.63,unconfounded,FALSE,,,,
,,,,,,30,male,IT Analyst,2025-08-07_10h32.01.847,lotterie_task,2024.2.4,Win32,60.24096386,64526be1abfd84e77ccaeb63,68947058ad5ea3fc73912f3f,68947287953519c4e0614720,,,,,,,,,,,,,,,,[-0.13147410358565736],[-0.021912350597609563],[1],[0],[0],[2.9776000003814715],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,12,12,149,1,37,36,-64,47,22,-51,3,6,-3,47.37791328,41.57723736,5.800675917,-64,-51,-13,-0.71,-0.52,-0.19,confounded,FALSE,,,,
,,,,,,30,male,IT Analyst,2025-08-07_10h32.01.847,lotterie_task,2024.2.4,Win32,60.24096386,64526be1abfd84e77ccaeb63,68947058ad5ea3fc73912f3f,68947287953519c4e0614720,,,,,,,,,,,,,,,,[-0.13147410358565736],[-0.015272244355909695],[1],[0],[0],[3.696700000286114],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,13,13,153,1,86,80,-10,84,66,-3,52,49,3,43.9089968,37.49666652,6.412330282,-10,-3,-7,-0.7,-0.59,-0.11,confounded,FALSE,,,,
,,,,,,30,male,IT Analyst,2025-08-07_10h32.01.847,lotterie_task,2024.2.4,Win32,60.24096386,64526be1abfd84e77ccaeb63,68947058ad5ea3fc73912f3f,68947287953519c4e0614720,,,,,,,,,,,,,,,,[0.2403718459495352],[-0.0551128818061089],[1],[0],[0],[4.7968000001907285],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,14,14,49,1,67,35,-44,90,1,-33,19.33333333,19.33333333,0,46.64999702,51.86092513,-5.210928109,-44,-33,-11,-0.47,0.49,-0.96,unconfounded,FALSE,,,,
,,,,,,30,male,IT Analyst,2025-08-07_10h32.01.847,lotterie_task,2024.2.4,Win32,60.24096386,64526be1abfd84e77ccaeb63,68947058ad5ea3fc73912f3f,68947287953519c4e0614720,,,,,,,,,,,,,,,,[-0.35856573705179284],[0.0033200531208499337],[1],[0],[0],[2.463200000286122],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,15,15,43,1,50,26,-17,66,7,-11,19.66666667,20.66666667,-1,27.71682201,32.88701196,-5.17018995,-17,-11,-6,-0.33,0.55,-0.88,unconfounded,FALSE,,,,
,,,,,,30,male,IT Analyst,2025-08-07_10h32.01.847,lotterie_task,2024.2.4,Win32,60.24096386,64526be1abfd84e77ccaeb63,68947058ad5ea3fc73912f3f,68947287953519c4e0614720,,,,,,,,,,,,,,,,[0.28950863213811423],[-0.011288180610889775],[1],[0],[0],[2.947100000381454],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,16,16,6,1,61,53,-62,85,48,-54,17.33333333,26.33333333,-9,56.19213073,58.77830288,-2.586172149,-62,-54,-8,-0.7,-0.5,-0.2,unconfounded,FALSE,,,,
,,,,,,30,male,IT Analyst,2025-08-07_10h32.01.847,lotterie_task,2024.2.4,Win32,60.24096386,64526be1abfd84e77ccaeb63,68947058ad5ea3fc73912f3f,68947287953519c4e0614720,,,,,,,,,,,,,,,,[-0.199203187250996],[0.045816733067729085],[1],[0],[0],[3.46380000019073],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,17,17,57,1,39,29,-22,58,1,-13,15.33333333,15.33333333,0,26.71246068,30.70649587,-3.994035195,-22,-13,-9,-0.63,0.6,-1.23,unconfounded,FALSE,,,,
,,,,,,30,male,IT Analyst,2025-08-07_10h32.01.847,lotterie_task,2024.2.4,Win32,60.24096386,64526be1abfd84e77ccaeb63,68947058ad5ea3fc73912f3f,68947287953519c4e0614720,,,,,,,,,,,,,,,,[-0.17795484727755645],[-0.04448871181938911],[1],[0],[0],[2.1302999997139125],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,18,18,113,1,66,61,-21,85,54,-6,35.33333333,44.33333333,-9,39.88594851,37.77418284,2.111765679,-21,-6,-15,-0.7,-0.37,-0.33,confounded,FALSE,,,,
,,,,,,30,male,IT Analyst,2025-08-07_10h32.01.847,lotterie_task,2024.2.4,Win32,60.24096386,64526be1abfd84e77ccaeb63,68947058ad5ea3fc73912f3f,68947287953519c4e0614720,,,,,,,,,,,,,,,,[0.150066401062417],[-0.021912350597609563],[1],[0],[0],[3.546999999999997],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,19,19,218,1,39,22,-40,47,30,-33,7,14.67,7.67,1044.67,1036.22,-8.45,40,33,-7,0.05,0.1,0.05,confounded,TRUE,,,,
,,,,,,30,male,IT Analyst,2025-08-07_10h32.01.847,lotterie_task,2024.2.4,Win32,60.24096386,64526be1abfd84e77ccaeb63,68947058ad5ea3fc73912f3f,68947287953519c4e0614720,,,,,,,,,,,,,,,,[0.20185922974767595],[-0.011288180610889775],[1],[0],[0],[2.3973000001907394],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,20,20,16,1,58,37,-21,83,16,-7,24.66666667,30.66666667,-6,33.40991204,38.17794593,-4.768033896,-21,-7,-14,-0.5,0.52,-1.02,unconfounded,FALSE,,,,
,,,,,,30,male,IT Analyst,2025-08-07_10h32.01.847,lotterie_task,2024.2.4,Win32,60.24096386,64526be1abfd84e77ccaeb63,68947058ad5ea3fc73912f3f,68947287953519c4e0614720,,,,,,,,,,,,,,,,[-0.1553784860557769],[-0.012616201859229747],[1],[0],[0],[3.01400000000001],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,21,21,86,1,80,45,-79,99,3,-74,15.33333333,9.333333333,6,68.2169741,70.76879413,-2.551820026,-79,-74,-5,-0.57,0.13,-0.7,unconfounded,FALSE,,,,
,,,,,,30,male,IT Analyst,2025-08-07_10h32.01.847,lotterie_task,2024.2.4,Win32,60.24096386,64526be1abfd84e77ccaeb63,68947058ad5ea3fc73912f3f,68947287953519c4e0614720,,,,,,,,,,,,,,,,[-0.12881806108897742],[0.00199203187250996],[1],[0],[0],[4.163599999904648],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,22,22,199,1,76,47,-60,74,22,-51,21,15,6,58.48646567,51.27052435,7.215941325,-60,-51,-9,-0.58,-0.2,-0.38,confounded,FALSE,,,,
,,,,,,30,male,IT Analyst,2025-08-07_10h32.01.847,lotterie_task,2024.2.4,Win32,60.24096386,64526be1abfd84e77ccaeb63,68947058ad5ea3fc73912f3f,68947287953519c4e0614720,,,,,,,,,,,,,,,,[0.3665338645418327],[-0.06706507304116865],[1],[0],[0],[2.4305999999046435],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,23,23,35,1,74,30,-33,93,7,-20,23.66666667,26.66666667,-3,43.91152721,48.18252334,-4.270996128,-33,-20,-13,-0.21,0.54,-0.75,unconfounded,FALSE,,,,
,,,,,,30,male,IT Analyst,2025-08-07_10h32.01.847,lotterie_task,2024.2.4,Win32,60.24096386,64526be1abfd84e77ccaeb63,68947058ad5ea3fc73912f3f,68947287953519c4e0614720,,,,,,,,,,,,,,,,[0.18857901726427623],[-0.025896414342629483],[1],[0],[0],[2.097299999713897],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,24,24,64,1,67,36,-51,86,5,-42,17.33333333,16.33333333,1,49.94886274,52.8667087,-2.917845962,-51,-42,-9,-0.51,0.31,-0.82,unconfounded,FALSE,,,,
,,,,,,30,male,IT Analyst,2025-08-07_10h32.01.847,lotterie_task,2024.2.4,Win32,60.24096386,64526be1abfd84e77ccaeb63,68947058ad5ea3fc73912f3f,68947287953519c4e0614720,,,,,,,,,,,,,,,,[0.15272244355909695],[-0.029880478087649404],[1],[0],[0],[4.030300000190721],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,25,25,19,1,57,33,-78,87,14,-71,4,10,-6,58.80476171,64.56521251,-5.7604508,-78,-71,-7,-0.62,-0.09,-0.53,unconfounded,FALSE,,,,
