agree_button.numClicks,agree_button.timesOn,agree_button.timesOff,decline_button.numClicks,decline_button.timesOn,decline_button.timesOff,age,sex,occupation,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,continue_button.numClicks,continue_button.timesOn,continue_button.timesOff,slider.response,slider.rt,submit_button.numClicks,submit_button.timesOn,submit_button.timesOff,questions_loop_2.thisRepN,questions_loop_2.thisTrialN,questions_loop_2.thisN,questions_loop_2.thisIndex,questions_loop_2.ran,check_correctness.started,check_correctness.stopped,failed_questions.started,failed_questions.stopped,continue_button_3.numClicks,continue_button_3.timesOn,continue_button_3.timesOff,mouse_resp.x,mouse_resp.y,mouse_resp.leftButton,mouse_resp.midButton,mouse_resp.rightButton,mouse_resp.time,mouse_resp.clicked_name,continue_button_2.numClicks,continue_button_2.timesOn,continue_button_2.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,outcome_a1,outcome_a2,outcome_a3,outcome_b1,outcome_b2,outcome_b3,ev_a,ev_b,ev_diff,var_a,var_b,var_diff,loss_a,loss_b,loss_diff,skew_a,skew_b,skew_diff,lottery_type,sanity_check,bonus_payment,end_resp.keys,end_resp.rt,end_resp.duration
1,[9.55380000007153],[9.55380000007153],0,[],[],21,male,Student,2025-08-19_12h29.14.899,lotterie_task,2024.2.4,Win32,142.8571429,66841dad4354882bbecb89b0,68947058ad5ea3fc73912f3f,68a4519b06def76df88e2805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,21,male,Student,2025-08-19_12h29.14.899,lotterie_task,2024.2.4,Win32,142.8571429,66841dad4354882bbecb89b0,68947058ad5ea3fc73912f3f,68a4519b06def76df88e2805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,21,male,Student,2025-08-19_12h29.14.899,lotterie_task,2024.2.4,Win32,142.8571429,66841dad4354882bbecb89b0,68947058ad5ea3fc73912f3f,68a4519b06def76df88e2805,1,[23.462500000000002],[23.462500000000002],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,21,male,Student,2025-08-19_12h29.14.899,lotterie_task,2024.2.4,Win32,142.8571429,66841dad4354882bbecb89b0,68947058ad5ea3fc73912f3f,68a4519b06def76df88e2805,,,,33,34.6601,1,[65.26310000002384],[65.26310000002384],0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,21,male,Student,2025-08-19_12h29.14.899,lotterie_task,2024.2.4,Win32,142.8571429,66841dad4354882bbecb89b0,68947058ad5ea3fc73912f3f,68a4519b06def76df88e2805,,,,33,35.6657,1,[114.99010000002384],[114.99010000002384],1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,21,male,Student,2025-08-19_12h29.14.899,lotterie_task,2024.2.4,Win32,142.8571429,66841dad4354882bbecb89b0,68947058ad5ea3fc73912f3f,68a4519b06def76df88e2805,,,,,,,,,,,,,,115.2718,115.2719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,21,male,Student,2025-08-19_12h29.14.899,lotterie_task,2024.2.4,Win32,142.8571429,66841dad4354882bbecb89b0,68947058ad5ea3fc73912f3f,68a4519b06def76df88e2805,,,,,,,,,,,,,,,,115.2719,115.2725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,21,male,Student,2025-08-19_12h29.14.899,lotterie_task,2024.2.4,Win32,142.8571429,66841dad4354882bbecb89b0,68947058ad5ea3fc73912f3f,68a4519b06def76df88e2805,,,,,,,,,,,,,,,,,,1,[120.27860000002384],[120.27860000002384],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,21,male,Student,2025-08-19_12h29.14.899,lotterie_task,2024.2.4,Win32,142.8571429,66841dad4354882bbecb89b0,68947058ad5ea3fc73912f3f,68a4519b06def76df88e2805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,21,male,Student,2025-08-19_12h29.14.899,lotterie_task,2024.2.4,Win32,142.8571429,66841dad4354882bbecb89b0,68947058ad5ea3fc73912f3f,68a4519b06def76df88e2805,,,,,,,,,,,,,,,,,,,,,[-0.3736111111111111],[0.05324071248372396],[1],[0],[0],[12.472199999928478],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,0,0,138,1,81,78,-44,94,63,-33,38.33333333,41.33333333,-3,58.2313394,54.06374838,4.167591025,-44,-33,-11,-0.71,-0.54,-0.17,confounded,FALSE,,,,
,,,,,,21,male,Student,2025-08-19_12h29.14.899,lotterie_task,2024.2.4,Win32,142.8571429,66841dad4354882bbecb89b0,68947058ad5ea3fc73912f3f,68a4519b06def76df88e2805,,,,,,,,,,,,,,,,,,,,,[-0.17083333333333334],[0.03425924513075087],[1],[0],[0],[2.385600000023828],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,1,1,140,1,89,83,-40,98,60,-26,44,44,0,59.44745579,51.87163644,7.575819354,-40,-26,-14,-0.7,-0.43,-0.27,confounded,FALSE,,,,
,,,,,,21,male,Student,2025-08-19_12h29.14.899,lotterie_task,2024.2.4,Win32,142.8571429,66841dad4354882bbecb89b0,68947058ad5ea3fc73912f3f,68a4519b06def76df88e2805,,,,,,,,,,,,,,,,,,,,,[0.32592595418294273],[0.029166666666666667],[1],[0],[0],[8.644399999976144],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,2,2,46,1,57,37,-65,85,1,-54,9.666666667,10.66666667,-1,53.42492136,57.15670467,-3.731783312,-65,-54,-11,-0.63,0.25,-0.88,unconfounded,FALSE,,,,
,,,,,,21,male,Student,2025-08-19_12h29.14.899,lotterie_task,2024.2.4,Win32,142.8571429,66841dad4354882bbecb89b0,68947058ad5ea3fc73912f3f,68a4519b06def76df88e2805,,,,,,,,,,,,,,,,,,,,,[0.40694444444444444],[-0.020833333333333332],[1],[0],[0],[2.4563000000715363],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,3,3,144,1,95,89,-13,98,73,-3,57,56,1,49.55804677,42.94958285,6.608463927,-13,-3,-10,-0.7,-0.53,-0.17,confounded,FALSE,,,,
,,,,,,21,male,Student,2025-08-19_12h29.14.899,lotterie_task,2024.2.4,Win32,142.8571429,66841dad4354882bbecb89b0,68947058ad5ea3fc73912f3f,68a4519b06def76df88e2805,,,,,,,,,,,,,,,,,,,,,[-0.3277777777777778],[-0.006944444444444444],[1],[0],[0],[4.748399999976158],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,4,4,117,1,73,68,-84,83,63,-71,19,25,-6,72.86059749,68.37153404,4.489063453,-84,-71,-13,-0.7,-0.66,-0.04,confounded,FALSE,,,,
,,,,,,21,male,Student,2025-08-19_12h29.14.899,lotterie_task,2024.2.4,Win32,142.8571429,66841dad4354882bbecb89b0,68947058ad5ea3fc73912f3f,68a4519b06def76df88e2805,,,,,,,,,,,,,,,,,,,,,[0.2546296861436632],[-0.06851853264702691],[1],[0],[0],[1.6787000000476837],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,5,5,84,1,70,60,-28,92,11,-19,34,28,6,44.0302926,46.88283268,-2.852540076,-28,-19,-9,-0.68,0.5,-1.18,unconfounded,FALSE,,,,
,,,,,,21,male,Student,2025-08-19_12h29.14.899,lotterie_task,2024.2.4,Win32,142.8571429,66841dad4354882bbecb89b0,68947058ad5ea3fc73912f3f,68a4519b06def76df88e2805,,,,,,,,,,,,,,,,,,,,,[-0.20555555555555555],[0.040740712483723955],[1],[0],[0],[0.9077000000476971],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,6,6,38,1,52,25,-28,65,9,-22,16.33333333,17.33333333,-1,33.22983933,36.00308629,-2.773246953,-28,-22,-6,-0.37,0.33,-0.7,unconfounded,FALSE,,,,
,,,,,,21,male,Student,2025-08-19_12h29.14.899,lotterie_task,2024.2.4,Win32,142.8571429,66841dad4354882bbecb89b0,68947058ad5ea3fc73912f3f,68a4519b06def76df88e2805,,,,,,,,,,,,,,,,,,,,,[-0.26574071248372394],[-0.008333333333333333],[1],[0],[0],[2.0677000000476653],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,7,7,51,1,56,39,-78,85,2,-70,5.666666667,5.666666667,0,59.56695579,63.33157892,-3.764623132,-78,-70,-8,-0.66,0.09,-0.75,unconfounded,FALSE,,,,
