agree_button.numClicks,agree_button.timesOn,agree_button.timesOff,decline_button.numClicks,decline_button.timesOn,decline_button.timesOff,age,sex,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,continue_button.numClicks,continue_button.timesOn,continue_button.timesOff,mouse_resp_3.x,mouse_resp_3.y,mouse_resp_3.leftButton,mouse_resp_3.midButton,mouse_resp_3.rightButton,mouse_resp_3.time,mouse_resp_3.clicked_name,questions_loop.thisRepN,questions_loop.thisTrialN,questions_loop.thisN,questions_loop.thisIndex,questions_loop.ran,text_response_box.text,submit_button.numClicks,submit_button.timesOn,submit_button.timesOff,questions_loop_2.thisRepN,questions_loop_2.thisTrialN,questions_loop_2.thisN,questions_loop_2.thisIndex,questions_loop_2.ran,continue_button_3.numClicks,continue_button_3.timesOn,continue_button_3.timesOff,mouse_resp.x,mouse_resp.y,mouse_resp.leftButton,mouse_resp.midButton,mouse_resp.rightButton,mouse_resp.time,mouse_resp.clicked_name,continue_button_2.numClicks,continue_button_2.timesOn,continue_button_2.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,outcome_a1,outcome_a2,outcome_a3,outcome_b1,outcome_b2,outcome_b3,ev_a,ev_b,ev_diff,var_a,var_b,var_diff,loss_a,loss_b,loss_diff,skew_a,skew_b,skew_diff,bonus_payment,end_resp.keys,end_resp.rt,end_resp.duration
1,[18.421700000047686],[18.42179999995232],0,[],[],29,female,2025-04-02_09h43.10.994,lotterie_task,2024.2.4,Win32,59.88023952,5f40374ffc952914fc11ea4d,67ec14af82a94bf3ef3ef029,67ecf87c1f86f0db1b307ae8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,29,female,2025-04-02_09h43.10.994,lotterie_task,2024.2.4,Win32,59.88023952,5f40374ffc952914fc11ea4d,67ec14af82a94bf3ef3ef029,67ecf87c1f86f0db1b307ae8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,29,female,2025-04-02_09h43.10.994,lotterie_task,2024.2.4,Win32,59.88023952,5f40374ffc952914fc11ea4d,67ec14af82a94bf3ef3ef029,67ecf87c1f86f0db1b307ae8,1,[72.03200000000001],[72.03200000000001],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,29,female,2025-04-02_09h43.10.994,lotterie_task,2024.2.4,Win32,59.88023952,5f40374ffc952914fc11ea4d,67ec14af82a94bf3ef3ef029,67ecf87c1f86f0db1b307ae8,,,,[-0.1814814814814815],[-0.1962962962962963],[1],[0],[0],[17.77519999980926],"[""coins_a"",""coins_a""]",0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,29,female,2025-04-02_09h43.10.994,lotterie_task,2024.2.4,Win32,59.88023952,5f40374ffc952914fc11ea4d,67ec14af82a94bf3ef3ef029,67ecf87c1f86f0db1b307ae8,,,,[0.08611111111111111],[-0.24444444444444444],[1],[0],[0],[9.614000000000004],"[""coins_b"",""coins_b""]",1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,29,female,2025-04-02_09h43.10.994,lotterie_task,2024.2.4,Win32,59.88023952,5f40374ffc952914fc11ea4d,67ec14af82a94bf3ef3ef029,67ecf87c1f86f0db1b307ae8,,,,,,,,,,,,,,,,33.3333,1,[117.49470000004769],[117.49480000019074],0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,29,female,2025-04-02_09h43.10.994,lotterie_task,2024.2.4,Win32,59.88023952,5f40374ffc952914fc11ea4d,67ec14af82a94bf3ef3ef029,67ecf87c1f86f0db1b307ae8,,,,,,,,,,,,,,,,33.3333,1,[135.84670000004766],[135.84670000004766],1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,29,female,2025-04-02_09h43.10.994,lotterie_task,2024.2.4,Win32,59.88023952,5f40374ffc952914fc11ea4d,67ec14af82a94bf3ef3ef029,67ecf87c1f86f0db1b307ae8,,,,,,,,,,,,,,,,,,,,,,,,,1,[139.46009999990463],[139.46009999990463],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,29,female,2025-04-02_09h43.10.994,lotterie_task,2024.2.4,Win32,59.88023952,5f40374ffc952914fc11ea4d,67ec14af82a94bf3ef3ef029,67ecf87c1f86f0db1b307ae8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,29,female,2025-04-02_09h43.10.994,lotterie_task,2024.2.4,Win32,59.88023952,5f40374ffc952914fc11ea4d,67ec14af82a94bf3ef3ef029,67ecf87c1f86f0db1b307ae8,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.2574074074074074],[0.008333333333333333],[1],[0],[0],[3.6752999999523297],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,0,0,58,1,68,19,-54,79,4,-50,11,11,0,50.12650663,52.89612462,-2.769617994,-54,-50,-4,-0.24,0.2,-0.44,,,,
