agree_button.numClicks,agree_button.timesOn,agree_button.timesOff,decline_button.numClicks,decline_button.timesOn,decline_button.timesOff,age,sex,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,continue_button.numClicks,continue_button.timesOn,continue_button.timesOff,mouse_resp_3.x,mouse_resp_3.y,mouse_resp_3.leftButton,mouse_resp_3.midButton,mouse_resp_3.rightButton,mouse_resp_3.time,mouse_resp_3.clicked_name,questions_loop.thisRepN,questions_loop.thisTrialN,questions_loop.thisN,questions_loop.thisIndex,questions_loop.ran,text_response_box.text,submit_button.numClicks,submit_button.timesOn,submit_button.timesOff,questions_loop_2.thisRepN,questions_loop_2.thisTrialN,questions_loop_2.thisN,questions_loop_2.thisIndex,questions_loop_2.ran,continue_button_3.numClicks,continue_button_3.timesOn,continue_button_3.timesOff,mouse_resp.x,mouse_resp.y,mouse_resp.leftButton,mouse_resp.midButton,mouse_resp.rightButton,mouse_resp.time,mouse_resp.clicked_name,continue_button_2.numClicks,continue_button_2.timesOn,continue_button_2.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,outcome_a1,outcome_a2,outcome_a3,outcome_b1,outcome_b2,outcome_b3,ev_a,ev_b,ev_diff,var_a,var_b,var_diff,loss_a,loss_b,loss_diff,skew_a,skew_b,skew_diff,bonus_payment,end_resp.keys,end_resp.rt,end_resp.duration
1,[220.70289999999108],[220.70289999999108],0,[],[],18,male,2025-04-02_10h55.28.851,lotterie_task,2024.2.4,Win32,59.52380952,67d004f439ad8c2e923ad489,67ec14af82a94bf3ef3ef029,67ecfafce85e3a9be9a1c73c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,18,male,2025-04-02_10h55.28.851,lotterie_task,2024.2.4,Win32,59.52380952,67d004f439ad8c2e923ad489,67ec14af82a94bf3ef3ef029,67ecfafce85e3a9be9a1c73c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,18,male,2025-04-02_10h55.28.851,lotterie_task,2024.2.4,Win32,59.52380952,67d004f439ad8c2e923ad489,67ec14af82a94bf3ef3ef029,67ecfafce85e3a9be9a1c73c,1,[253.643],[253.643],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,18,male,2025-04-02_10h55.28.851,lotterie_task,2024.2.4,Win32,59.52380952,67d004f439ad8c2e923ad489,67ec14af82a94bf3ef3ef029,67ecfafce85e3a9be9a1c73c,,,,[0.3098958333333333],[-0.2669270833333333],[1],[0],[0],[16.718800000011925],"[""coins_b"",""coins_b""]",0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,18,male,2025-04-02_10h55.28.851,lotterie_task,2024.2.4,Win32,59.52380952,67d004f439ad8c2e923ad489,67ec14af82a94bf3ef3ef029,67ecfafce85e3a9be9a1c73c,,,,[-0.19270833333333334],[-0.16276041666666666],[1],[0],[0],[9.259800000011921],"[""coins_a"",""coins_a""]",1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,18,male,2025-04-02_10h55.28.851,lotterie_task,2024.2.4,Win32,59.52380952,67d004f439ad8c2e923ad489,67ec14af82a94bf3ef3ef029,67ecfafce85e3a9be9a1c73c,,,,,,,,,,,,,,,,12.5,1,[335.22509999999403],[335.22509999999403],0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,18,male,2025-04-02_10h55.28.851,lotterie_task,2024.2.4,Win32,59.52380952,67d004f439ad8c2e923ad489,67ec14af82a94bf3ef3ef029,67ecfafce85e3a9be9a1c73c,,,,,,,,,,,,,,,,33,1,[364.639099999994],[364.639099999994],1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,18,male,2025-04-02_10h55.28.851,lotterie_task,2024.2.4,Win32,59.52380952,67d004f439ad8c2e923ad489,67ec14af82a94bf3ef3ef029,67ecfafce85e3a9be9a1c73c,,,,,,,,,,,,,,,,,,,,,,,,,1,[371.62729999999704],[371.62729999999704],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,18,male,2025-04-02_10h55.28.851,lotterie_task,2024.2.4,Win32,59.52380952,67d004f439ad8c2e923ad489,67ec14af82a94bf3ef3ef029,67ecfafce85e3a9be9a1c73c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,18,male,2025-04-02_10h55.28.851,lotterie_task,2024.2.4,Win32,59.52380952,67d004f439ad8c2e923ad489,67ec14af82a94bf3ef3ef029,67ecfafce85e3a9be9a1c73c,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.15234375],[0],[1],[0],[0],[21.02740000000597],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,0,0,39,1,55,16,-30,64,2,-25,13.66666667,13.66666667,0,34.7403064,37.25885428,-2.518547878,-30,-25,-5,-0.1,0.44,-0.54,,,,
,,,,,,18,male,2025-04-02_10h55.28.851,lotterie_task,2024.2.4,Win32,59.52380952,67d004f439ad8c2e923ad489,67ec14af82a94bf3ef3ef029,67ecfafce85e3a9be9a1c73c,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.109375],[-0.052083333333333336],[1],[0],[0],[22.742099999994025],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,1,1,28,1,85,30,-10,93,17,-5,35,35,0,38.94440482,41.98412398,-3.039719165,-10,-5,-5,0.19,0.56,-0.37,,,,
,,,,,,18,male,2025-04-02_10h55.28.851,lotterie_task,2024.2.4,Win32,59.52380952,67d004f439ad8c2e923ad489,67ec14af82a94bf3ef3ef029,67ecfafce85e3a9be9a1c73c,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.20572916666666666],[0.032552083333333336],[1],[0],[0],[1.8299000000059777],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,2,2,98,1,83,49,-12,97,11,-6,40,34,6,39.3022476,45.08510471,-5.782857106,-12,-6,-6,-0.33,0.63,-0.96,,,,
,,,,,,18,male,2025-04-02_10h55.28.851,lotterie_task,2024.2.4,Win32,59.52380952,67d004f439ad8c2e923ad489,67ec14af82a94bf3ef3ef029,67ecfafce85e3a9be9a1c73c,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.14713541666666666],[0.0026041666666666665],[1],[0],[0],[19.318499999999972],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,3,3,71,1,75,40,-15,94,14,-8,33.33333333,33.33333333,0,37.04351795,43.82794644,-6.784428486,-15,-8,-7,-0.26,0.58,-0.84,,,,
,,,,,,18,male,2025-04-02_10h55.28.851,lotterie_task,2024.2.4,Win32,59.52380952,67d004f439ad8c2e923ad489,67ec14af82a94bf3ef3ef029,67ecfafce85e3a9be9a1c73c,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.22135416666666666],[0.0013020833333333333],[1],[0],[0],[16.03540000000595],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,4,4,12,1,57,37,-63,90,9,-59,10.33333333,13.33333333,-3,52.49338583,60.90612084,-8.412735011,-63,-59,-4,-0.63,0.11,-0.74,,,,
,,,,,,18,male,2025-04-02_10h55.28.851,lotterie_task,2024.2.4,Win32,59.52380952,67d004f439ad8c2e923ad489,67ec14af82a94bf3ef3ef029,67ecfafce85e3a9be9a1c73c,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.3294270833333333],[-0.00390625],[1],[0],[0],[12.228200000002971],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,5,5,10,1,60,24,-63,84,3,-57,7,10,-3,51.63332257,57.7754273,-6.142104729,-63,-57,-6,-0.46,0.18,-0.64,,,,
