agree_button.numClicks,agree_button.timesOn,agree_button.timesOff,decline_button.numClicks,decline_button.timesOn,decline_button.timesOff,age,sex,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,continue_button.numClicks,continue_button.timesOn,continue_button.timesOff,mouse_resp_3.x,mouse_resp_3.y,mouse_resp_3.leftButton,mouse_resp_3.midButton,mouse_resp_3.rightButton,mouse_resp_3.time,mouse_resp_3.clicked_name,questions_loop.thisRepN,questions_loop.thisTrialN,questions_loop.thisN,questions_loop.thisIndex,questions_loop.ran,text_response_box.text,submit_button.numClicks,submit_button.timesOn,submit_button.timesOff,questions_loop_2.thisRepN,questions_loop_2.thisTrialN,questions_loop_2.thisN,questions_loop_2.thisIndex,questions_loop_2.ran,continue_button_3.numClicks,continue_button_3.timesOn,continue_button_3.timesOff,mouse_resp.x,mouse_resp.y,mouse_resp.leftButton,mouse_resp.midButton,mouse_resp.rightButton,mouse_resp.time,mouse_resp.clicked_name,continue_button_2.numClicks,continue_button_2.timesOn,continue_button_2.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,outcome_a1,outcome_a2,outcome_a3,outcome_b1,outcome_b2,outcome_b3,ev_a,ev_b,ev_diff,var_a,var_b,var_diff,loss_a,loss_b,loss_diff,skew_a,skew_b,skew_diff,bonus_payment,end_resp.keys,end_resp.rt,end_resp.duration
1,[1.3510999999940392],[1.3510999999940392],0,[],[],27,male,2025-04-02_19h33.24.469,lotterie_task,2024.2.4,Win32,163.9344262,65bed73fc305547fa0ac968b,67ec14af82a94bf3ef3ef029,67ecfa5b9ba19c1b809071c6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,27,male,2025-04-02_19h33.24.469,lotterie_task,2024.2.4,Win32,163.9344262,65bed73fc305547fa0ac968b,67ec14af82a94bf3ef3ef029,67ecfa5b9ba19c1b809071c6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,27,male,2025-04-02_19h33.24.469,lotterie_task,2024.2.4,Win32,163.9344262,65bed73fc305547fa0ac968b,67ec14af82a94bf3ef3ef029,67ecfa5b9ba19c1b809071c6,1,[4.037999999999999],[4.037999999999999],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,27,male,2025-04-02_19h33.24.469,lotterie_task,2024.2.4,Win32,163.9344262,65bed73fc305547fa0ac968b,67ec14af82a94bf3ef3ef029,67ecfa5b9ba19c1b809071c6,,,,[0.2569444444444444],[-0.22847222222222222],[1],[0],[0],[6.637900000005963],"[""coins_b"",""coins_b""]",0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,27,male,2025-04-02_19h33.24.469,lotterie_task,2024.2.4,Win32,163.9344262,65bed73fc305547fa0ac968b,67ec14af82a94bf3ef3ef029,67ecfa5b9ba19c1b809071c6,,,,[0.19583333333333333],[-0.30625],[1],[0],[0],[2.01160000002384],"[""coins_b"",""coins_b""]",1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,27,male,2025-04-02_19h33.24.469,lotterie_task,2024.2.4,Win32,163.9344262,65bed73fc305547fa0ac968b,67ec14af82a94bf3ef3ef029,67ecfa5b9ba19c1b809071c6,,,,,,,,,,,,,,,,33,1,[25.0715],[25.0715],0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,27,male,2025-04-02_19h33.24.469,lotterie_task,2024.2.4,Win32,163.9344262,65bed73fc305547fa0ac968b,67ec14af82a94bf3ef3ef029,67ecfa5b9ba19c1b809071c6,,,,,,,,,,,,,,,,1/3,1,[36.044999999999995],[36.044999999999995],1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,27,male,2025-04-02_19h33.24.469,lotterie_task,2024.2.4,Win32,163.9344262,65bed73fc305547fa0ac968b,67ec14af82a94bf3ef3ef029,67ecfa5b9ba19c1b809071c6,,,,,,,,,,,,,,,,,,,,,,,,,1,[39.116499999999995],[39.116499999999995],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,27,male,2025-04-02_19h33.24.469,lotterie_task,2024.2.4,Win32,163.9344262,65bed73fc305547fa0ac968b,67ec14af82a94bf3ef3ef029,67ecfa5b9ba19c1b809071c6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,27,male,2025-04-02_19h33.24.469,lotterie_task,2024.2.4,Win32,163.9344262,65bed73fc305547fa0ac968b,67ec14af82a94bf3ef3ef029,67ecfa5b9ba19c1b809071c6,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.2604166666666667],[-0.058333333333333334],[1],[0],[0],[2.3814000000059607],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,0,0,36,1,74,10,-57,50,28,-51,9,9,0,53.48520045,43.36665386,10.11854659,-57,-51,-6,-0.03,-0.57,0.54,,,,
