agree_button.numClicks,agree_button.timesOn,agree_button.timesOff,decline_button.numClicks,decline_button.timesOn,decline_button.timesOff,age,sex,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,continue_button.numClicks,continue_button.timesOn,continue_button.timesOff,mouse_resp_3.x,mouse_resp_3.y,mouse_resp_3.leftButton,mouse_resp_3.midButton,mouse_resp_3.rightButton,mouse_resp_3.time,mouse_resp_3.clicked_name,questions_loop.thisRepN,questions_loop.thisTrialN,questions_loop.thisN,questions_loop.thisIndex,questions_loop.ran,text_response_box.text,submit_button.numClicks,submit_button.timesOn,submit_button.timesOff,questions_loop_2.thisRepN,questions_loop_2.thisTrialN,questions_loop_2.thisN,questions_loop_2.thisIndex,questions_loop_2.ran,continue_button_3.numClicks,continue_button_3.timesOn,continue_button_3.timesOff,mouse_resp.x,mouse_resp.y,mouse_resp.leftButton,mouse_resp.midButton,mouse_resp.rightButton,mouse_resp.time,mouse_resp.clicked_name,continue_button_2.numClicks,continue_button_2.timesOn,continue_button_2.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,outcome_a1,outcome_a2,outcome_a3,outcome_b1,outcome_b2,outcome_b3,ev_a,ev_b,ev_diff,var_a,var_b,var_diff,loss_a,loss_b,loss_diff,skew_a,skew_b,skew_diff,bonus_payment,end_resp.keys,end_resp.rt,end_resp.duration
1,[3.9667999999970194],[3.9667999999970194],0,[],[],36,female,2025-04-02_09h46.56.521,lotterie_task,2024.2.4,Win32,59.17159763,5a8e98daae9a0b0001aa430b,67ec14af82a94bf3ef3ef029,67ecf974a8d60a9e9ba1c690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,36,female,2025-04-02_09h46.56.521,lotterie_task,2024.2.4,Win32,59.17159763,5a8e98daae9a0b0001aa430b,67ec14af82a94bf3ef3ef029,67ecf974a8d60a9e9ba1c690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,36,female,2025-04-02_09h46.56.521,lotterie_task,2024.2.4,Win32,59.17159763,5a8e98daae9a0b0001aa430b,67ec14af82a94bf3ef3ef029,67ecf974a8d60a9e9ba1c690,1,[24.89379999999702],[24.89379999999702],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,36,female,2025-04-02_09h46.56.521,lotterie_task,2024.2.4,Win32,59.17159763,5a8e98daae9a0b0001aa430b,67ec14af82a94bf3ef3ef029,67ecf974a8d60a9e9ba1c690,,,,[0.19444444444444445],[-0.3277777777777778],[1],[0],[0],[7.728399999991062],"[""coins_b"",""coins_b""]",0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,36,female,2025-04-02_09h46.56.521,lotterie_task,2024.2.4,Win32,59.17159763,5a8e98daae9a0b0001aa430b,67ec14af82a94bf3ef3ef029,67ecf974a8d60a9e9ba1c690,,,,[-0.16574074074074074],[-0.2777777777777778],[1],[0],[0],[12.163799999997018],"[""coins_a"",""coins_a""]",1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,36,female,2025-04-02_09h46.56.521,lotterie_task,2024.2.4,Win32,59.17159763,5a8e98daae9a0b0001aa430b,67ec14af82a94bf3ef3ef029,67ecf974a8d60a9e9ba1c690,,,,,,,,,,,,,,,,33,1,[56.58829999999702],[56.58829999999702],0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,36,female,2025-04-02_09h46.56.521,lotterie_task,2024.2.4,Win32,59.17159763,5a8e98daae9a0b0001aa430b,67ec14af82a94bf3ef3ef029,67ecf974a8d60a9e9ba1c690,,,,,,,,,,,,,,,,33,1,[64.98820000000299],[64.98820000000299],1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,36,female,2025-04-02_09h46.56.521,lotterie_task,2024.2.4,Win32,59.17159763,5a8e98daae9a0b0001aa430b,67ec14af82a94bf3ef3ef029,67ecf974a8d60a9e9ba1c690,,,,,,,,,,,,,,,,,,,,,,,,,1,[106.399],[106.399],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,36,female,2025-04-02_09h46.56.521,lotterie_task,2024.2.4,Win32,59.17159763,5a8e98daae9a0b0001aa430b,67ec14af82a94bf3ef3ef029,67ecf974a8d60a9e9ba1c690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,36,female,2025-04-02_09h46.56.521,lotterie_task,2024.2.4,Win32,59.17159763,5a8e98daae9a0b0001aa430b,67ec14af82a94bf3ef3ef029,67ecf974a8d60a9e9ba1c690,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.225],[-0.09444444444444444],[1],[0],[0],[3.4896000000089344],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,0,0,87,1,98,82,-10,87,77,-3,56.66666667,53.66666667,3,47.59084879,40.27681991,7.314028882,-10,-3,-7,-0.65,-0.67,0.02,,,,
,,,,,,36,female,2025-04-02_09h46.56.521,lotterie_task,2024.2.4,Win32,59.17159763,5a8e98daae9a0b0001aa430b,67ec14af82a94bf3ef3ef029,67ecf974a8d60a9e9ba1c690,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.22870370370370371],[-0.021296296296296296],[1],[0],[0],[11.10680000001193],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,1,1,69,1,90,28,-61,83,25,-51,19,19,0,61.97311245,54.86954225,7.1035702,-61,-51,-10,-0.21,-0.16,-0.05,,,,
,,,,,,36,female,2025-04-02_09h46.56.521,lotterie_task,2024.2.4,Win32,59.17159763,5a8e98daae9a0b0001aa430b,67ec14af82a94bf3ef3ef029,67ecf974a8d60a9e9ba1c690,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.23333333333333334],[-0.000925925925925926],[1],[0],[0],[7.629800000011926],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,2,2,36,1,74,10,-57,50,28,-51,9,9,0,53.48520045,43.36665386,10.11854659,-57,-51,-6,-0.03,-0.57,0.54,,,,
,,,,,,36,female,2025-04-02_09h46.56.521,lotterie_task,2024.2.4,Win32,59.17159763,5a8e98daae9a0b0001aa430b,67ec14af82a94bf3ef3ef029,67ecf974a8d60a9e9ba1c690,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.22685185185185186],[-0.008333333333333333],[1],[0],[0],[1.6467999999970289],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,3,3,6,1,74,64,-60,72,67,-43,26,32,-6,60.94806532,53.07227776,7.875787563,-60,-43,-17,-0.69,-0.7,0.01,,,,
