agree_button.numClicks,agree_button.timesOn,agree_button.timesOff,decline_button.numClicks,decline_button.timesOn,decline_button.timesOff,age,sex,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,continue_button.numClicks,continue_button.timesOn,continue_button.timesOff,mouse_resp_3.x,mouse_resp_3.y,mouse_resp_3.leftButton,mouse_resp_3.midButton,mouse_resp_3.rightButton,mouse_resp_3.time,mouse_resp_3.clicked_name,questions_loop.thisRepN,questions_loop.thisTrialN,questions_loop.thisN,questions_loop.thisIndex,questions_loop.ran,text_response_box.text,submit_button.numClicks,submit_button.timesOn,submit_button.timesOff,questions_loop_2.thisRepN,questions_loop_2.thisTrialN,questions_loop_2.thisN,questions_loop_2.thisIndex,questions_loop_2.ran,continue_button_3.numClicks,continue_button_3.timesOn,continue_button_3.timesOff,mouse_resp.x,mouse_resp.y,mouse_resp.leftButton,mouse_resp.midButton,mouse_resp.rightButton,mouse_resp.time,mouse_resp.clicked_name,continue_button_2.numClicks,continue_button_2.timesOn,continue_button_2.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,outcome_a1,outcome_a2,outcome_a3,outcome_b1,outcome_b2,outcome_b3,ev_a,ev_b,ev_diff,var_a,var_b,var_diff,loss_a,loss_b,loss_diff,skew_a,skew_b,skew_diff,bonus_payment,end_resp.keys,end_resp.rt,end_resp.duration
1,[4.387000000000001],[4.387000000000001],0,[],[],23,male,2025-04-01_09h38.54.982,lotterie_task,04.02.2024,Win32,84.74576271,616e34216f67f7138df5ccbb,67e2b0ae02a1f02d83f7b2c5,67ec0c2c19fd3bf635f2557e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,,,
,,,,,,23,male,2025-04-01_09h38.54.982,lotterie_task,04.02.2024,Win32,84.74576271,616e34216f67f7138df5ccbb,67e2b0ae02a1f02d83f7b2c5,67ec0c2c19fd3bf635f2557e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,23,male,2025-04-01_09h38.54.982,lotterie_task,04.02.2024,Win32,84.74576271,616e34216f67f7138df5ccbb,67e2b0ae02a1f02d83f7b2c5,67ec0c2c19fd3bf635f2557e,1,[30.086999999999996],[30.086999999999996],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,23,male,2025-04-01_09h38.54.982,lotterie_task,04.02.2024,Win32,84.74576271,616e34216f67f7138df5ccbb,67e2b0ae02a1f02d83f7b2c5,67ec0c2c19fd3bf635f2557e,,,,[0.22685185185185186],[-0.22685185185185186],[1],[0],[0],[10.816599999904632],"[""coins_b"",""coins_b""]",0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,23,male,2025-04-01_09h38.54.982,lotterie_task,04.02.2024,Win32,84.74576271,616e34216f67f7138df5ccbb,67e2b0ae02a1f02d83f7b2c5,67ec0c2c19fd3bf635f2557e,,,,[0.15833331920482493],[-0.16296294883445459],[1],[0],[0],[6.485999999999997],"[""coins_b"",""coins_b""]",1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,23,male,2025-04-01_09h38.54.982,lotterie_task,04.02.2024,Win32,84.74576271,616e34216f67f7138df5ccbb,67e2b0ae02a1f02d83f7b2c5,67ec0c2c19fd3bf635f2557e,,,,,,,,,,,,,,,,33.3,1,[88.93699999999998],[88.93699999999998],0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,23,male,2025-04-01_09h38.54.982,lotterie_task,04.02.2024,Win32,84.74576271,616e34216f67f7138df5ccbb,67e2b0ae02a1f02d83f7b2c5,67ec0c2c19fd3bf635f2557e,,,,,,,,,,,,,,,,33.3,1,[99.98260000002384],[99.98260000002384],1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,23,male,2025-04-01_09h38.54.982,lotterie_task,04.02.2024,Win32,84.74576271,616e34216f67f7138df5ccbb,67e2b0ae02a1f02d83f7b2c5,67ec0c2c19fd3bf635f2557e,,,,,,,,,,,,,,,,,,,,,,,,,1,[138.49889999997617],[138.49889999997617],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,23,male,2025-04-01_09h38.54.982,lotterie_task,04.02.2024,Win32,84.74576271,616e34216f67f7138df5ccbb,67e2b0ae02a1f02d83f7b2c5,67ec0c2c19fd3bf635f2557e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,23,male,2025-04-01_09h38.54.982,lotterie_task,04.02.2024,Win32,84.74576271,616e34216f67f7138df5ccbb,67e2b0ae02a1f02d83f7b2c5,67ec0c2c19fd3bf635f2557e,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.37037037037037035],[0.08055556261980976],[1],[0],[0],[7.077699999928484],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,0,0,6,1,74,64,-60,72,67,-43,26,32,-6,60.94806532,53.07227776,7.875787563,-60,-43,-17,-0.69,-0.7,0.01,,,,
,,,,,,23,male,2025-04-01_09h38.54.982,lotterie_task,04.02.2024,Win32,84.74576271,616e34216f67f7138df5ccbb,67e2b0ae02a1f02d83f7b2c5,67ec0c2c19fd3bf635f2557e,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.28703703703703703],[0.024074059945565683],[1],[0],[0],[2.3434000000953574],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,1,1,86,1,90,42,-24,83,22,-6,36,33,3,46.73328578,37.15732319,9.575962592,-24,-6,-18,-0.19,0.42,-0.61,,,,
,,,,,,23,male,2025-04-01_09h38.54.982,lotterie_task,04.02.2024,Win32,84.74576271,616e34216f67f7138df5ccbb,67e2b0ae02a1f02d83f7b2c5,67ec0c2c19fd3bf635f2557e,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.19629633868182148],[0.012037029972782842],[1],[0],[0],[3.6508000000715413],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,2,2,27,1,76,15,-33,63,23,-28,19.33333333,19.33333333,0,44.60443426,37.24095714,7.363477116,-33,-28,-5,0.14,-0.15,0.29,,,,
,,,,,,23,male,2025-04-01_09h38.54.982,lotterie_task,04.02.2024,Win32,84.74576271,616e34216f67f7138df5ccbb,67e2b0ae02a1f02d83f7b2c5,67ec0c2c19fd3bf635f2557e,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.19814816227665655],[0.034259266323513456],[1],[0],[0],[7.972600000023846],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,3,3,48,1,76,36,-11,65,40,-4,33.66666667,33.66666667,0,35.55590278,28.52289529,7.033007489,-11,-4,-7,-0.1,-0.32,0.22,,,,
,,,,,,23,male,2025-04-01_09h38.54.982,lotterie_task,04.02.2024,Win32,84.74576271,616e34216f67f7138df5ccbb,67e2b0ae02a1f02d83f7b2c5,67ec0c2c19fd3bf635f2557e,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.18425927338776765],[-0.08611110404685691],[1],[0],[0],[2.8653999999761766],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,4,4,98,1,62,55,-47,57,37,-42,23.33333333,17.33333333,6,49.8152141,42.74212078,7.073093316,-47,-42,-5,-0.7,-0.59,-0.11,,,,
,,,,,,23,male,2025-04-01_09h38.54.982,lotterie_task,04.02.2024,Win32,84.74576271,616e34216f67f7138df5ccbb,67e2b0ae02a1f02d83f7b2c5,67ec0c2c19fd3bf635f2557e,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.43796295589870876],[0.026851830659089266],[1],[0],[0],[4.383800000071545],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,5,5,25,1,86,27,-87,69,30,-73,8.666666667,8.666666667,0,71.80683966,59.90177144,11.90506822,-87,-73,-14,-0.37,-0.49,0.12,,,,
,,,,,,23,male,2025-04-01_09h38.54.982,lotterie_task,04.02.2024,Win32,84.74576271,616e34216f67f7138df5ccbb,67e2b0ae02a1f02d83f7b2c5,67ec0c2c19fd3bf635f2557e,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.2574073650218822],[0.04074071954797815],[1],[0],[0],[8.88889999997616],"[""coins_a_3"",""coins_a_3""]",0,[],[],0,6,6,82,1,93,92,-16,86,78,-4,56.33333333,53.33333333,3,51.14901976,40.67213078,10.47688898,-16,-4,-12,-0.71,-0.69,-0.02,,,,
,,,,,,23,male,2025-04-01_09h38.54.982,lotterie_task,04.02.2024,Win32,84.74576271,616e34216f67f7138df5ccbb,67e2b0ae02a1f02d83f7b2c5,67ec0c2c19fd3bf635f2557e,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.3287037037037037],[-0.013888888888888888],[0],[0],[1],[3.565499999999986],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,7,7,4,1,77,47,-55,89,39,-41,23,29,-6,56.49778757,53.54126135,2.95652622,-55,-41,-14,-0.56,-0.27,-0.29,,,,
,,,,,,23,male,2025-04-01_09h38.54.982,lotterie_task,04.02.2024,Win32,84.74576271,616e34216f67f7138df5ccbb,67e2b0ae02a1f02d83f7b2c5,67ec0c2c19fd3bf635f2557e,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.28796294883445456],[0.03611108991834852],[1],[0],[0],[2.6643999999761547],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,8,8,5,1,60,14,-23,64,12,-7,17,23,-6,33.950945,30.01110905,3.93983595,-23,-7,-16,0.13,0.5,-0.37,,,,
,,,,,,23,male,2025-04-01_09h38.54.982,lotterie_task,04.02.2024,Win32,84.74576271,616e34216f67f7138df5ccbb,67e2b0ae02a1f02d83f7b2c5,67ec0c2c19fd3bf635f2557e,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.057407379150390625],[0.0212962892320421],[1],[0],[0],[2.3149999999999977],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,9,9,11,1,91,17,-48,90,12,-33,20,23,-3,56.78614855,50.81338406,5.972764482,-48,-33,-15,0.08,0.31,-0.23,,,,
,,,,,,23,male,2025-04-01_09h38.54.982,lotterie_task,04.02.2024,Win32,84.74576271,616e34216f67f7138df5ccbb,67e2b0ae02a1f02d83f7b2c5,67ec0c2c19fd3bf635f2557e,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.20185180946632666],[-0.005555576748318142],[1],[0],[0],[38.037499999999994],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,10,10,61,1,50,11,-57,35,13,-44,1.333333333,1.333333333,0,44.21412545,33.2899718,10.92415365,-57,-44,-13,-0.32,-0.48,0.16,,,,
,,,,,,23,male,2025-04-01_09h38.54.982,lotterie_task,04.02.2024,Win32,84.74576271,616e34216f67f7138df5ccbb,67e2b0ae02a1f02d83f7b2c5,67ec0c2c19fd3bf635f2557e,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.2212963104248047],[0.032407407407407406],[1],[0],[0],[27.09280000007149],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,11,11,31,1,91,6,-27,80,2,-12,23.33333333,23.33333333,0,49.70803646,40.47495796,9.233078497,-27,-12,-15,0.48,0.64,-0.16,,,,
,,,,,,23,male,2025-04-01_09h38.54.982,lotterie_task,04.02.2024,Win32,84.74576271,616e34216f67f7138df5ccbb,67e2b0ae02a1f02d83f7b2c5,67ec0c2c19fd3bf635f2557e,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.1537036895751953],[-0.06203704410129123],[1],[0],[0],[33.265100000023835],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,12,12,94,1,58,32,-27,41,25,-21,21,15,6,35.56215217,26.28053779,9.281614373,-27,-21,-6,-0.43,-0.52,0.09,,,,
,,,,,,23,male,2025-04-01_09h38.54.982,lotterie_task,04.02.2024,Win32,84.74576271,616e34216f67f7138df5ccbb,67e2b0ae02a1f02d83f7b2c5,67ec0c2c19fd3bf635f2557e,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.3092593440303096],[0.03333331920482494],[1],[0],[0],[5.9012999999523],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,13,13,63,1,72,21,-90,54,35,-86,1,1,0,67.63135368,62.00537611,5.625977565,-90,-86,-4,-0.42,-0.66,0.24,,,,
,,,,,,23,male,2025-04-01_09h38.54.982,lotterie_task,04.02.2024,Win32,84.74576271,616e34216f67f7138df5ccbb,67e2b0ae02a1f02d83f7b2c5,67ec0c2c19fd3bf635f2557e,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.2425925643355758],[0],[1],[0],[0],[4.033500000000004],"[""coins_b_3"",""coins_b_3""]",0,[],[],0,14,14,36,1,74,10,-57,50,28,-51,9,9,0,53.48520045,43.36665386,10.11854659,-57,-51,-6,-0.03,-0.57,0.54,,,,
