agree_button.numClicks,agree_button.timesOn,agree_button.timesOff,decline_button.numClicks,decline_button.timesOn,decline_button.timesOff,age,sex,occupation,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,continue_button.numClicks,continue_button.timesOn,continue_button.timesOff,mouse_resp_3.x,mouse_resp_3.y,mouse_resp_3.leftButton,mouse_resp_3.midButton,mouse_resp_3.rightButton,mouse_resp_3.time,mouse_resp_3.clicked_name,questions_loop.thisRepN,questions_loop.thisTrialN,questions_loop.thisN,questions_loop.thisIndex,questions_loop.ran,text_response_box.text,submit_button.numClicks,submit_button.timesOn,submit_button.timesOff,questions_loop_2.thisRepN,questions_loop_2.thisTrialN,questions_loop_2.thisN,questions_loop_2.thisIndex,questions_loop_2.ran,continue_button_3.numClicks,continue_button_3.timesOn,continue_button_3.timesOff,block_init.started,block_init.stopped,mouse_resp.x,mouse_resp.y,mouse_resp.leftButton,mouse_resp.midButton,mouse_resp.rightButton,mouse_resp.time,mouse_resp.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,outcome_a1,outcome_a2,outcome_a3,outcome_b1,outcome_b2,outcome_b3,ev_a,ev_b,ev_diff,var_a,var_b,var_diff,loss_a,loss_b,loss_diff,skew_a,skew_b,skew_diff,lottery_type,sanity_check,continue_button_2.numClicks,continue_button_2.timesOn,continue_button_2.timesOff,bonus_payment,end_resp.keys,end_resp.rt,end_resp.duration
1,[8.025299999999813],[8.025299999999813],0,[],[],23,female,Office worker,2025-05-14_10h57.38.697,lotterie_task,2024.2.4,MacIntel,60.24096386,61496cada4d62f06804fa610,682496798d2b39949583f61c,6824af3cc2281887896ff818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,23,female,Office worker,2025-05-14_10h57.38.697,lotterie_task,2024.2.4,MacIntel,60.24096386,61496cada4d62f06804fa610,682496798d2b39949583f61c,6824af3cc2281887896ff818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,23,female,Office worker,2025-05-14_10h57.38.697,lotterie_task,2024.2.4,MacIntel,60.24096386,61496cada4d62f06804fa610,682496798d2b39949583f61c,6824af3cc2281887896ff818,1,[30.12259999999963],[30.12259999999963],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,23,female,Office worker,2025-05-14_10h57.38.697,lotterie_task,2024.2.4,MacIntel,60.24096386,61496cada4d62f06804fa610,682496798d2b39949583f61c,6824af3cc2281887896ff818,,,,[0.30133807127312295],[-0.1733499387921654],[1],[0],[0],[13.431100000000548],"[""coins_b"",""coins_b""]",0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,23,female,Office worker,2025-05-14_10h57.38.697,lotterie_task,2024.2.4,MacIntel,60.24096386,61496cada4d62f06804fa610,682496798d2b39949583f61c,6824af3cc2281887896ff818,,,,[-0.2792990002720348],[-0.21296075897714908],[1],[0],[0],[7.428900000000382],"[""coins_a"",""coins_a""]",1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,23,female,Office worker,2025-05-14_10h57.38.697,lotterie_task,2024.2.4,MacIntel,60.24096386,61496cada4d62f06804fa610,682496798d2b39949583f61c,6824af3cc2281887896ff818,,,,,,,,,,,,,,,,33.3%,1,[86.3305],[86.3305],0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,23,female,Office worker,2025-05-14_10h57.38.697,lotterie_task,2024.2.4,MacIntel,60.24096386,61496cada4d62f06804fa610,682496798d2b39949583f61c,6824af3cc2281887896ff818,,,,,,,,,,,,,,,,33.3%,1,[113.71300000000001],[113.71300000000001],1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,23,female,Office worker,2025-05-14_10h57.38.697,lotterie_task,2024.2.4,MacIntel,60.24096386,61496cada4d62f06804fa610,682496798d2b39949583f61c,6824af3cc2281887896ff818,,,,,,,,,,,,,,,,,,,,,,,,,1,[118.51049999999998],[118.51049999999998],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,23,female,Office worker,2025-05-14_10h57.38.697,lotterie_task,2024.2.4,MacIntel,60.24096386,61496cada4d62f06804fa610,682496798d2b39949583f61c,6824af3cc2281887896ff818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,23,female,Office worker,2025-05-14_10h57.38.697,lotterie_task,2024.2.4,MacIntel,60.24096386,61496cada4d62f06804fa610,682496798d2b39949583f61c,6824af3cc2281887896ff818,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.8079,118.8082,[0.2580717831882481],[0.009138669749727966],[1],[0],[0],[7.952499999999986],"[""coins_b_3"",""coins_b_3""]",0,0,0,23,1,95,48,-30,71,67,-25,37.66666667,37.66666667,0,51.55148451,44.3421044,7.209380118,-30,-25,-5,-0.29,-0.7,0.41,old,False,,,,,,,
,,,,,,23,female,Office worker,2025-05-14_10h57.38.697,lotterie_task,2024.2.4,MacIntel,60.24096386,61496cada4d62f06804fa610,682496798d2b39949583f61c,6824af3cc2281887896ff818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.2580717831882481],[0.009138669749727966],[1],[0],[0],[9.194499999999977],"[""coins_b_3"",""coins_b_3""]",0,1,1,5,1,76,3,-64,59,38,-55,5,14,-9,57.17225434,49.53786431,7.634390037,-64,-55,-9,0.05,-0.61,0.66,old,False,,,,,,,
,,,,,,23,female,Office worker,2025-05-14_10h57.38.697,lotterie_task,2024.2.4,MacIntel,60.24096386,61496cada4d62f06804fa610,682496798d2b39949583f61c,6824af3cc2281887896ff818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.10549850380848749],[-0.016007548966267684],[1],[0],[0],[5.611299999999801],"[""coins_b_3"",""coins_b_3""]",0,2,2,15,1,63,2,-47,49,23,-45,6,9,-3,44.99629614,39.63163719,5.36465895,-47,-45,-2,0.13,-0.49,0.62,old,False,,,,,,,
,,,,,,23,female,Office worker,2025-05-14_10h57.38.697,lotterie_task,2024.2.4,MacIntel,60.24096386,61496cada4d62f06804fa610,682496798d2b39949583f61c,6824af3cc2281887896ff818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.167637207562568],[0.021660772578890097],[1],[0],[0],[5.179200000000179],"[""coins_b_3"",""coins_b_3""]",0,3,3,1,1,85,2,-81,57,52,-76,2,11,-9,67.76921622,61.55214591,6.217070303,-81,-76,-5,0,-0.7,0.7,old,False,,,,,,,
,,,,,,23,female,Office worker,2025-05-14_10h57.38.697,lotterie_task,2024.2.4,MacIntel,60.24096386,61496cada4d62f06804fa610,682496798d2b39949583f61c,6824af3cc2281887896ff818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.167637207562568],[0.021660772578890097],[1],[0],[0],[5.795000000000016],"[""coins_b_3"",""coins_b_3""]",0,4,4,12,1,98,41,-24,75,68,-19,38.33333333,41.33333333,-3,49.8419725,42.75771535,7.084257142,-24,-19,-5,-0.08,-0.69,0.61,old,False,,,,,,,
,,,,,,23,female,Office worker,2025-05-14_10h57.38.697,lotterie_task,2024.2.4,MacIntel,60.24096386,61496cada4d62f06804fa610,682496798d2b39949583f61c,6824af3cc2281887896ff818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.15312585010881394],[0.02213683351468988],[1],[0],[0],[11.161900000000372],"[""coins_b_3"",""coins_b_3""]",0,5,5,2,1,88,17,-44,82,43,-37,20.33333333,29.33333333,-9,53.94029621,49.5333782,4.406918017,-44,-37,-7,0.09,-0.39,0.48,old,False,,,,,,,
,,,,,,23,female,Office worker,2025-05-14_10h57.38.697,lotterie_task,2024.2.4,MacIntel,60.24096386,61496cada4d62f06804fa610,682496798d2b39949583f61c,6824af3cc2281887896ff818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.10386629488574538],[-0.004488574537540806],[1],[0],[0],[5.161899999999434],"[""coins_a_3"",""coins_a_3""]",0,6,6,26,1,93,58,-8,94,41,-1,47.66666667,44.66666667,3,41.87547678,38.87015422,3.005322563,-8,-1,-7,-0.36,0.14,-0.5,old,False,,,,,,,
,,,,,,23,female,Office worker,2025-05-14_10h57.38.697,lotterie_task,2024.2.4,MacIntel,60.24096386,61496cada4d62f06804fa610,682496798d2b39949583f61c,6824af3cc2281887896ff818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.13022816920565833],[0.030272374863982588],[1],[0],[0],[6.045999999999992],"[""coins_b_3"",""coins_b_3""]",0,7,7,10,1,67,19,-22,60,38,-16,21.33333333,27.33333333,-6,36.37153955,31.93048004,4.441059506,-22,-16,-6,0.1,-0.46,0.56,old,False,,,,,,,
,,,,,,23,female,Office worker,2025-05-14_10h57.38.697,lotterie_task,2024.2.4,MacIntel,60.24096386,61496cada4d62f06804fa610,682496798d2b39949583f61c,6824af3cc2281887896ff818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.07166417301414581],[0.005151659412404788],[1],[0],[0],[3.3297999999998353],"[""coins_b_3"",""coins_b_3""]",0,8,8,0,1,67,11,-13,61,36,-5,21.66666667,30.66666667,-9,33.51948024,27.20702524,6.312455003,-13,-5,-8,0.45,-0.29,0.74,old,False,,,,,,,
,,,,,,23,female,Office worker,2025-05-14_10h57.38.697,lotterie_task,2024.2.4,MacIntel,60.24096386,61496cada4d62f06804fa610,682496798d2b39949583f61c,6824af3cc2281887896ff818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.0822182739390642],[0.015004420565832427],[1],[0],[0],[4.762099999999634],"[""coins_a_3"",""coins_a_3""]",0,9,9,33,1,61,54,-82,79,11,-75,11,5,6,65.82299497,63.01322612,2.809768844,-82,-75,-7,-0.7,-0.14,-0.56,old,False,,,,,,,
,,,,,,23,female,Office worker,2025-05-14_10h57.38.697,lotterie_task,2024.2.4,MacIntel,60.24096386,61496cada4d62f06804fa610,682496798d2b39949583f61c,6824af3cc2281887896ff818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.11444164853101196],[-0.0033026727421109903],[1],[0],[0],[5.595899999999432],"[""coins_a_3"",""coins_a_3""]",0,10,10,22,1,66,31,-13,68,19,-3,28,28,0,32.3213036,29.67602849,2.645275119,-13,-3,-10,-0.14,0.43,-0.57,old,False,,,,,,,
,,,,,,23,female,Office worker,2025-05-14_10h57.38.697,lotterie_task,2024.2.4,MacIntel,60.24096386,61496cada4d62f06804fa610,682496798d2b39949583f61c,6824af3cc2281887896ff818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.11444164853101196],[-0.004871123503808488],[1],[0],[0],[5.862499999999983],"[""coins_b_3"",""coins_b_3""]",0,11,11,4,1,80,2,-60,69,30,-50,7.333333333,16.33333333,-9,57.27904406,49.5333782,7.745665868,-60,-50,-10,0.14,-0.39,0.53,old,False,,,,,,,
,,,,,,23,female,Office worker,2025-05-14_10h57.38.697,lotterie_task,2024.2.4,MacIntel,60.24096386,61496cada4d62f06804fa610,682496798d2b39949583f61c,6824af3cc2281887896ff818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.10214057399347116],[-0.009729495375408053],[1],[0],[0],[12.179600000000562],"[""coins_b_3"",""coins_b_3""]",0,12,12,8,1,69,24,-23,60,43,-15,23.33333333,29.33333333,-6,37.56180093,32.10745846,5.454342465,-23,-15,-8,-0.03,-0.56,0.53,old,False,,,,,,,
,,,,,,23,female,Office worker,2025-05-14_10h57.38.697,lotterie_task,2024.2.4,MacIntel,60.24096386,61496cada4d62f06804fa610,682496798d2b39949583f61c,6824af3cc2281887896ff818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.09615155739934711],[-0.006316308487486398],[1],[0],[0],[2.2627000000001942],"[""coins_a_3"",""coins_a_3""]",0,13,13,30,1,81,24,-16,74,4,-7,29.66666667,23.66666667,6,39.80228916,35.8732336,3.929055559,-16,-7,-9,0.21,0.66,-0.45,old,False,,,,,,,
,,,,,,23,female,Office worker,2025-05-14_10h57.38.697,lotterie_task,2024.2.4,MacIntel,60.24096386,61496cada4d62f06804fa610,682496798d2b39949583f61c,6824af3cc2281887896ff818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.09564574265505985],[-0.006316308487486398],[1],[0],[0],[3.179000000000002],"[""coins_b_3"",""coins_b_3""]",0,14,14,14,1,53,8,-34,41,23,-28,9,12,-3,35.52463934,29.22327839,6.301360944,-34,-28,-6,0.04,-0.51,0.55,old,False,,,,,,,
,,,,,,23,female,Office worker,2025-05-14_10h57.38.697,lotterie_task,2024.2.4,MacIntel,60.24096386,61496cada4d62f06804fa610,682496798d2b39949583f61c,6824af3cc2281887896ff818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.29704077121871597],[0.02957103509249184],[1],[0],[0],[35.728999999999985],"[""coins_a_3"",""coins_a_3""]",0,15,15,25,1,91,67,-10,95,46,-2,49.33333333,46.33333333,3,43.08389748,39.60078563,3.483111855,-10,-2,-8,-0.55,0.01,-0.56,old,False,,,,,,,
,,,,,,23,female,Office worker,2025-05-14_10h57.38.697,lotterie_task,2024.2.4,MacIntel,60.24096386,61496cada4d62f06804fa610,682496798d2b39949583f61c,6824af3cc2281887896ff818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.29704077121871597],[0.02957103509249184],[1],[0],[0],[7.546900000000392],"[""coins_b_3"",""coins_b_3""]",0,16,16,27,1,99,51,-13,95,36,-3,45.66666667,42.66666667,3,45.87906809,40.28509512,5.59397297,-13,-3,-10,-0.17,0.24,-0.41,old,False,,,,,,,
,,,,,,23,female,Office worker,2025-05-14_10h57.38.697,lotterie_task,2024.2.4,MacIntel,60.24096386,61496cada4d62f06804fa610,682496798d2b39949583f61c,6824af3cc2281887896ff818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.29704077121871597],[0.02957103509249184],[1],[0],[0],[4.378899999999476],"[""coins_a_3"",""coins_a_3""]",0,17,17,34,1,94,70,-40,98,38,-30,41.33333333,35.33333333,6,58.33999962,52.2897908,6.050208816,-40,-30,-10,-0.62,-0.08,-0.54,old,False,,,,,,,
,,,,,,23,female,Office worker,2025-05-14_10h57.38.697,lotterie_task,2024.2.4,MacIntel,60.24096386,61496cada4d62f06804fa610,682496798d2b39949583f61c,6824af3cc2281887896ff818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.1573636425462459],[-0.057794647714907506],[1],[0],[0],[4.580000000000041],"[""coins_a_3"",""coins_a_3""]",0,18,18,40,1,97,58,-61,98,20,-51,31.33333333,22.33333333,9,67.20284386,60.85136719,6.351476665,-61,-51,-10,-0.53,0.06,-0.59,old,False,,,,,,,
,,,,,,23,female,Office worker,2025-05-14_10h57.38.697,lotterie_task,2024.2.4,MacIntel,60.24096386,61496cada4d62f06804fa610,682496798d2b39949583f61c,6824af3cc2281887896ff818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.13993216131664854],[-0.04792913492927095],[1],[0],[0],[5.947100000000603],"[""coins_a_3"",""coins_a_3""]",0,19,19,38,1,90,44,-48,88,16,-45,28.66666667,19.66666667,9,57.37207993,54.3588897,3.013190235,-48,-45,-3,-0.38,0.1,-0.48,old,False,,,,,,,
,,,,,,23,female,Office worker,2025-05-14_10h57.38.697,lotterie_task,2024.2.4,MacIntel,60.24096386,61496cada4d62f06804fa610,682496798d2b39949583f61c,6824af3cc2281887896ff818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.13993216131664854],[-0.043980379488574535],[1],[0],[0],[3.1281000000005292],"[""coins_b_3"",""coins_b_3""]",0,20,20,24,1,91,75,-12,94,55,-4,51.33333333,48.33333333,3,45.25728916,40.28509512,4.97219404,-12,-4,-8,-0.64,-0.24,-0.4,old,False,,,,,,,
,,,,,,23,female,Office worker,2025-05-14_10h57.38.697,lotterie_task,2024.2.4,MacIntel,60.24096386,61496cada4d62f06804fa610,682496798d2b39949583f61c,6824af3cc2281887896ff818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.1420276795429815],[-0.04009538220892274],[1],[0],[0],[5.8125],"[""coins_a_3"",""coins_a_3""]",0,21,21,41,1,91,54,-88,96,14,-80,19,10,9,77.1535266,71.90734779,5.246178806,-88,-80,-8,-0.59,-0.08,-0.51,old,False,,,,,,,
,,,,,,23,female,Office worker,2025-05-14_10h57.38.697,lotterie_task,2024.2.4,MacIntel,60.24096386,61496cada4d62f06804fa610,682496798d2b39949583f61c,6824af3cc2281887896ff818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.07583820729053319],[-0.03208735718171926],[1],[0],[0],[6.078199999999242],"[""coins_b_3"",""coins_b_3""]",0,22,22,13,1,53,9,-17,37,30,-13,15,18,-3,28.89059824,22.10580618,6.784792065,-17,-13,-4,0.3,-0.65,0.95,old,False,,,,,,,
,,,,,,23,female,Office worker,2025-05-14_10h57.38.697,lotterie_task,2024.2.4,MacIntel,60.24096386,61496cada4d62f06804fa610,682496798d2b39949583f61c,6824af3cc2281887896ff818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.0771686275843308],[-0.03292046381936888],[1],[0],[0],[5.4290999999996075],"[""coins_b_3"",""coins_b_3""]",0,23,23,21,1,70,12,-66,45,34,-63,5.333333333,5.333333333,0,55.72152985,48.52719741,7.194332436,-66,-63,-3,-0.18,-0.68,0.5,old,False,,,,,,,
,,,,,,23,female,Office worker,2025-05-14_10h57.38.697,lotterie_task,2024.2.4,MacIntel,60.24096386,61496cada4d62f06804fa610,682496798d2b39949583f61c,6824af3cc2281887896ff818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.06330760337323177],[-0.05041570321001088],[1],[0],[0],[7.596200000000181],"[""coins_b_3"",""coins_b_3""]",0,24,24,19,1,92,60,-21,99,43,-11,43.66666667,43.66666667,0,47.55581516,44.90978611,2.646029045,-21,-11,-10,-0.47,0.02,-0.49,old,False,,,,,,,
,,,,,,23,female,Office worker,2025-05-14_10h57.38.697,lotterie_task,2024.2.4,MacIntel,60.24096386,61496cada4d62f06804fa610,682496798d2b39949583f61c,6824af3cc2281887896ff818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.10040635201305767],[-0.005130406692056584],[1],[0],[0],[4.912799999999834],"[""coins_a_3"",""coins_a_3""]",0,25,25,17,1,99,35,-16,88,50,-11,39.33333333,42.33333333,-3,47.0484384,40.77853466,6.269903738,-16,-11,-5,0.14,-0.28,0.42,old,False,,,,,,,
,,,,,,23,female,Office worker,2025-05-14_10h57.38.697,lotterie_task,2024.2.4,MacIntel,60.24096386,61496cada4d62f06804fa610,682496798d2b39949583f61c,6824af3cc2281887896ff818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.12196511153427639],[-0.044860242110990205],[1],[0],[0],[2.9621999999992568],"[""coins_a_3"",""coins_a_3""]",0,26,26,36,1,68,25,-12,60,2,-8,27,18,9,32.69046752,29.97776954,2.712697979,-12,-8,-4,0.09,0.65,-0.56,old,False,,,,,,,
,,,,,,23,female,Office worker,2025-05-14_10h57.38.697,lotterie_task,2024.2.4,MacIntel,60.24096386,61496cada4d62f06804fa610,682496798d2b39949583f61c,6824af3cc2281887896ff818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.10491617927094668],[-0.04709602829162133],[1],[0],[0],[6.696700000000192],"[""coins_a_3"",""coins_a_3""]",0,27,27,9,1,83,23,-56,70,49,-51,16.66666667,22.66666667,-6,56.92294987,52.7909925,4.131957375,-56,-51,-5,-0.17,-0.62,0.45,old,False,,,,,,,
,,,,,,23,female,Office worker,2025-05-14_10h57.38.697,lotterie_task,2024.2.4,MacIntel,60.24096386,61496cada4d62f06804fa610,682496798d2b39949583f61c,6824af3cc2281887896ff818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.10491617927094668],[-0.04709602829162133],[1],[0],[0],[2.395500000000027],"[""coins_b_3"",""coins_b_3""]",0,28,28,28,1,83,50,-11,85,29,-1,40.66666667,37.66666667,3,38.93869826,35.64017708,3.298521182,-11,-1,-10,-0.35,0.35,-0.7,old,False,,,,,,,
,,,,,,23,female,Office worker,2025-05-14_10h57.38.697,lotterie_task,2024.2.4,MacIntel,60.24096386,61496cada4d62f06804fa610,682496798d2b39949583f61c,6824af3cc2281887896ff818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.10267189200217627],[-0.03349853781284004],[1],[0],[0],[4.6297000000001844],"[""coins_a_3"",""coins_a_3""]",0,29,29,37,1,91,81,-24,99,44,-22,49.33333333,40.33333333,9,52.01495511,49.46603773,2.548917383,-24,-22,-2,-0.69,-0.11,-0.58,old,False,,,,,,,
,,,,,,23,female,Office worker,2025-05-14_10h57.38.697,lotterie_task,2024.2.4,MacIntel,60.24096386,61496cada4d62f06804fa610,682496798d2b39949583f61c,6824af3cc2281887896ff818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.10267189200217627],[-0.03349853781284004],[1],[0],[0],[6.778700000000185],"[""coins_b_3"",""coins_b_3""]",0,30,30,39,1,84,27,-36,73,4,-29,25,16,9,49.01020302,42.49705872,6.513144298,-36,-29,-7,-0.06,0.4,-0.46,old,False,,,,,,,
,,,,,,23,female,Office worker,2025-05-14_10h57.38.697,lotterie_task,2024.2.4,MacIntel,60.24096386,61496cada4d62f06804fa610,682496798d2b39949583f61c,6824af3cc2281887896ff818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.1705870851468988],[-0.02404957834602829],[1],[0],[0],[10.278100000000563],"[""coins_a_3"",""coins_a_3""]",0,31,31,18,1,77,25,-58,53,45,-54,14.66666667,14.66666667,0,55.59576323,48.66438351,6.93137972,-58,-54,-4,-0.27,-0.69,0.42,old,False,,,,,,,
,,,,,,23,female,Office worker,2025-05-14_10h57.38.697,lotterie_task,2024.2.4,MacIntel,60.24096386,61496cada4d62f06804fa610,682496798d2b39949583f61c,6824af3cc2281887896ff818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.07822701305767138],[-0.026034582426550597],[1],[0],[0],[4.445299999999804],"[""coins_a_3"",""coins_a_3""]",0,32,32,7,1,93,31,-8,70,68,-4,38.66666667,44.66666667,-6,41.5879256,34.42221505,7.165710549,-8,-4,-4,0.27,-0.71,0.98,old,False,,,,,,,
,,,,,,23,female,Office worker,2025-05-14_10h57.38.697,lotterie_task,2024.2.4,MacIntel,60.24096386,61496cada4d62f06804fa610,682496798d2b39949583f61c,6824af3cc2281887896ff818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.11488370511425462],[-0.026170599836779107],[1],[0],[0],[2.3617000000001553],"[""coins_b_3"",""coins_b_3""]",0,33,33,3,1,75,4,-67,57,43,-61,4,13,-9,57.97125725,52.63712252,5.334134731,-67,-61,-6,0,-0.67,0.67,old,False,,,,,,,
,,,,,,23,female,Office worker,2025-05-14_10h57.38.697,lotterie_task,2024.2.4,MacIntel,60.24096386,61496cada4d62f06804fa610,682496798d2b39949583f61c,6824af3cc2281887896ff818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.12112350380848749],[-0.035402781556039174],[1],[0],[0],[12.245799999999804],"[""coins_a_3"",""coins_a_3""]",0,34,34,32,1,93,64,-10,95,40,-6,49,43,6,43.36665386,41.28760912,2.079044738,-10,-6,-4,-0.48,0.11,-0.59,old,False,,,,,,,
,,,,,,23,female,Office worker,2025-05-14_10h57.38.697,lotterie_task,2024.2.4,MacIntel,60.24096386,61496cada4d62f06804fa610,682496798d2b39949583f61c,6824af3cc2281887896ff818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.06622347660500544],[-0.042280161860718174],[1],[0],[0],[4.47950000000003],"[""coins_a_3"",""coins_a_3""]",0,35,35,35,1,56,42,-72,65,9,-66,8.666666667,2.666666667,6,57.32558087,53.66770185,3.657879018,-72,-66,-6,-0.68,-0.18,-0.5,old,False,,,,,,,
,,,,,,23,female,Office worker,2025-05-14_10h57.38.697,lotterie_task,2024.2.4,MacIntel,60.24096386,61496cada4d62f06804fa610,682496798d2b39949583f61c,6824af3cc2281887896ff818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.0923048150163221],[-0.06643175326441784],[1],[0],[0],[8.262700000000223],"[""coins_b_3"",""coins_b_3""]",0,36,36,11,1,88,33,-10,73,59,-3,37,43,-6,40.10818703,33.02524287,7.082944157,-10,-3,-7,0.15,-0.61,0.76,old,False,,,,,,,
,,,,,,23,female,Office worker,2025-05-14_10h57.38.697,lotterie_task,2024.2.4,MacIntel,60.24096386,61496cada4d62f06804fa610,682496798d2b39949583f61c,6824af3cc2281887896ff818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.09142920293797606],[-0.06156913084874864],[1],[0],[0],[2.1960999999996034],"[""coins_b_3"",""coins_b_3""]",0,37,37,16,1,55,15,-13,42,31,-7,19,22,-3,27.90459938,20.99206199,6.91253739,-13,-7,-6,0.21,-0.56,0.77,old,False,,,,,,,
,,,,,,23,female,Office worker,2025-05-14_10h57.38.697,lotterie_task,2024.2.4,MacIntel,60.24096386,61496cada4d62f06804fa610,682496798d2b39949583f61c,6824af3cc2281887896ff818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.10920497823721437],[-0.034964975516866156],[1],[0],[0],[4.896400000000369],"[""coins_b_3"",""coins_b_3""]",0,38,38,31,1,74,43,-22,76,14,-13,31.66666667,25.66666667,6,40.00277768,37.25885428,2.743923402,-22,-13,-9,-0.4,0.44,-0.84,old,False,,,,,,,
,,,,,,23,female,Office worker,2025-05-14_10h57.38.697,lotterie_task,2024.2.4,MacIntel,60.24096386,61496cada4d62f06804fa610,682496798d2b39949583f61c,6824af3cc2281887896ff818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.10716471708378672],[-0.028045089771490752],[1],[0],[0],[4.278599999999642],"[""coins_b_3"",""coins_b_3""]",0,39,39,42,1,39,22,-40,47,30,-33,7,14.67,7.67,1044.67,1036.22,-8.45,40,33,-7,0.05,0.1,0.05,old,true,,,,,,,
,,,,,,23,female,Office worker,2025-05-14_10h57.38.697,lotterie_task,2024.2.4,MacIntel,60.24096386,61496cada4d62f06804fa610,682496798d2b39949583f61c,6824af3cc2281887896ff818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.1088861874319913],[-0.016079808215451578],[1],[0],[0],[3.34590000000037],"[""coins_b_3"",""coins_b_3""]",0,40,40,29,1,80,72,-12,88,45,-2,46.66666667,43.66666667,3,41.61196409,36.7544404,4.857523695,-12,-2,-10,-0.69,-0.05,-0.64,old,False,,,,,,,
