agree_button.numClicks,agree_button.timesOn,agree_button.timesOff,decline_button.numClicks,decline_button.timesOn,decline_button.timesOff,age,sex,occupation,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,continue_button.numClicks,continue_button.timesOn,continue_button.timesOff,mouse_resp_3.x,mouse_resp_3.y,mouse_resp_3.leftButton,mouse_resp_3.midButton,mouse_resp_3.rightButton,mouse_resp_3.time,mouse_resp_3.clicked_name,questions_loop.thisRepN,questions_loop.thisTrialN,questions_loop.thisN,questions_loop.thisIndex,questions_loop.ran,text_response_box.text,submit_button.numClicks,submit_button.timesOn,submit_button.timesOff,questions_loop_2.thisRepN,questions_loop_2.thisTrialN,questions_loop_2.thisN,questions_loop_2.thisIndex,questions_loop_2.ran,continue_button_3.numClicks,continue_button_3.timesOn,continue_button_3.timesOff,block_init.started,block_init.stopped,mouse_resp.x,mouse_resp.y,mouse_resp.leftButton,mouse_resp.midButton,mouse_resp.rightButton,mouse_resp.time,mouse_resp.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,outcome_a1,outcome_a2,outcome_a3,outcome_b1,outcome_b2,outcome_b3,ev_a,ev_b,ev_diff,var_a,var_b,var_diff,loss_a,loss_b,loss_diff,skew_a,skew_b,skew_diff,lottery_type,sanity_check,continue_button_2.numClicks,continue_button_2.timesOn,continue_button_2.timesOff,bonus_payment,end_resp.keys,end_resp.rt,end_resp.duration
1,[2.521899999999441],[2.521899999999441],0,[],[],27,male,General Labor,2025-05-14_09h57.14.309,lotterie_task,2024.2.4,MacIntel,58.47953216,65577234800b1fea9ae3cf4d,682496798d2b39949583f61c,6824af2b13e7f0093354c5e9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,27,male,General Labor,2025-05-14_09h57.14.309,lotterie_task,2024.2.4,MacIntel,58.47953216,65577234800b1fea9ae3cf4d,682496798d2b39949583f61c,6824af2b13e7f0093354c5e9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,27,male,General Labor,2025-05-14_09h57.14.309,lotterie_task,2024.2.4,MacIntel,58.47953216,65577234800b1fea9ae3cf4d,682496798d2b39949583f61c,6824af2b13e7f0093354c5e9,1,[62.00840000000037],[62.00840000000037],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,27,male,General Labor,2025-05-14_09h57.14.309,lotterie_task,2024.2.4,MacIntel,58.47953216,65577234800b1fea9ae3cf4d,682496798d2b39949583f61c,6824af2b13e7f0093354c5e9,,,,[0.21223605685763888],[-0.20300062391493057],[1],[0],[0],[13.995900000000375],"[""coins_b"",""coins_b""]",0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,27,male,General Labor,2025-05-14_09h57.14.309,lotterie_task,2024.2.4,MacIntel,58.47953216,65577234800b1fea9ae3cf4d,682496798d2b39949583f61c,6824af2b13e7f0093354c5e9,,,,[0.2185489230685764],[-0.19212103949652778],[1],[0],[0],[7.281000000000006],"[""coins_b"",""coins_b""]",1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,27,male,General Labor,2025-05-14_09h57.14.309,lotterie_task,2024.2.4,MacIntel,58.47953216,65577234800b1fea9ae3cf4d,682496798d2b39949583f61c,6824af2b13e7f0093354c5e9,,,,,,,,,,,,,,,,33,1,[120.88290000000038],[120.88290000000038],0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,27,male,General Labor,2025-05-14_09h57.14.309,lotterie_task,2024.2.4,MacIntel,58.47953216,65577234800b1fea9ae3cf4d,682496798d2b39949583f61c,6824af2b13e7f0093354c5e9,,,,,,,,,,,,,,,,33,1,[135.1362999999998],[135.1362999999998],1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,27,male,General Labor,2025-05-14_09h57.14.309,lotterie_task,2024.2.4,MacIntel,58.47953216,65577234800b1fea9ae3cf4d,682496798d2b39949583f61c,6824af2b13e7f0093354c5e9,,,,,,,,,,,,,,,,,,,,,,,,,1,[145.44759999999962],[145.44759999999962],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,27,male,General Labor,2025-05-14_09h57.14.309,lotterie_task,2024.2.4,MacIntel,58.47953216,65577234800b1fea9ae3cf4d,682496798d2b39949583f61c,6824af2b13e7f0093354c5e9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,27,male,General Labor,2025-05-14_09h57.14.309,lotterie_task,2024.2.4,MacIntel,58.47953216,65577234800b1fea9ae3cf4d,682496798d2b39949583f61c,6824af2b13e7f0093354c5e9,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.7255,145.7256,[-0.0864663357204861],[-0.016745469835069443],[1],[0],[0],[3.088499999999982],"[""coins_b_3"",""coins_b_3""]",0,0,0,26,1,93,58,-8,94,41,-1,47.66666667,44.66666667,3,41.87547678,38.87015422,3.005322563,-8,-1,-7,-0.36,0.14,-0.5,old,False,,,,,,,
