agree_button.numClicks,agree_button.timesOn,agree_button.timesOff,decline_button.numClicks,decline_button.timesOn,decline_button.timesOff,age,sex,occupation,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,continue_button.numClicks,continue_button.timesOn,continue_button.timesOff,mouse_resp_3.x,mouse_resp_3.y,mouse_resp_3.leftButton,mouse_resp_3.midButton,mouse_resp_3.rightButton,mouse_resp_3.time,mouse_resp_3.clicked_name,questions_loop.thisRepN,questions_loop.thisTrialN,questions_loop.thisN,questions_loop.thisIndex,questions_loop.ran,text_response_box.text,submit_button.numClicks,submit_button.timesOn,submit_button.timesOff,questions_loop_2.thisRepN,questions_loop_2.thisTrialN,questions_loop_2.thisN,questions_loop_2.thisIndex,questions_loop_2.ran,continue_button_3.numClicks,continue_button_3.timesOn,continue_button_3.timesOff,block_init.started,block_init.stopped,mouse_resp.x,mouse_resp.y,mouse_resp.leftButton,mouse_resp.midButton,mouse_resp.rightButton,mouse_resp.time,mouse_resp.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,outcome_a1,outcome_a2,outcome_a3,outcome_b1,outcome_b2,outcome_b3,ev_a,ev_b,ev_diff,var_a,var_b,var_diff,loss_a,loss_b,loss_diff,skew_a,skew_b,skew_diff,lottery_type,sanity_check,continue_button_2.numClicks,continue_button_2.timesOn,continue_button_2.timesOff,bonus_payment,end_resp.keys,end_resp.rt,end_resp.duration
1,[12.519600000023843],[12.519600000023843],0,[],[],43,male,team leader,2025-05-14_16h01.14.086,lotterie_task,2024.2.4,Win32,144.9275362,566feba6b937e400052d33b2,682496798d2b39949583f61c,6824afb6eacbe5a1a3d3ee3a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,43,male,team leader,2025-05-14_16h01.14.086,lotterie_task,2024.2.4,Win32,144.9275362,566feba6b937e400052d33b2,682496798d2b39949583f61c,6824afb6eacbe5a1a3d3ee3a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,43,male,team leader,2025-05-14_16h01.14.086,lotterie_task,2024.2.4,Win32,144.9275362,566feba6b937e400052d33b2,682496798d2b39949583f61c,6824afb6eacbe5a1a3d3ee3a,1,[67.41810000002386],[67.41810000002386],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,43,male,team leader,2025-05-14_16h01.14.086,lotterie_task,2024.2.4,Win32,144.9275362,566feba6b937e400052d33b2,682496798d2b39949583f61c,6824afb6eacbe5a1a3d3ee3a,,,,[0.232407393278899],[-0.18425927338776765],[1],[0],[0],[31.870600000023842],"[""coins_b"",""coins_b""]",0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,43,male,team leader,2025-05-14_16h01.14.086,lotterie_task,2024.2.4,Win32,144.9275362,566feba6b937e400052d33b2,682496798d2b39949583f61c,6824afb6eacbe5a1a3d3ee3a,,,,[-0.1277777353922526],[-0.18240744979293258],[1],[0],[0],[13.02630000007153],"[""coins_a"",""coins_a""]",1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,43,male,team leader,2025-05-14_16h01.14.086,lotterie_task,2024.2.4,Win32,144.9275362,566feba6b937e400052d33b2,682496798d2b39949583f61c,6824afb6eacbe5a1a3d3ee3a,,,,,,,,,,,,,,,,33.3,1,[144.92860000002383],[144.92860000002383],0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,43,male,team leader,2025-05-14_16h01.14.086,lotterie_task,2024.2.4,Win32,144.9275362,566feba6b937e400052d33b2,682496798d2b39949583f61c,6824afb6eacbe5a1a3d3ee3a,,,,,,,,,,,,,,,,33.3,1,[160.10389999997616],[160.10389999997616],1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,43,male,team leader,2025-05-14_16h01.14.086,lotterie_task,2024.2.4,Win32,144.9275362,566feba6b937e400052d33b2,682496798d2b39949583f61c,6824afb6eacbe5a1a3d3ee3a,,,,,,,,,,,,,,,,,,,,,,,,,1,[175.92120000004766],[175.92120000004766],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,43,male,team leader,2025-05-14_16h01.14.086,lotterie_task,2024.2.4,Win32,144.9275362,566feba6b937e400052d33b2,682496798d2b39949583f61c,6824afb6eacbe5a1a3d3ee3a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,43,male,team leader,2025-05-14_16h01.14.086,lotterie_task,2024.2.4,Win32,144.9275362,566feba6b937e400052d33b2,682496798d2b39949583f61c,6824afb6eacbe5a1a3d3ee3a,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.2048,176.2049,[-0.11851847613299335],[-0.015740747804994935],[1],[0],[0],[4.6754999999999995],"[""coins_b_3"",""coins_b_3""]",0,0,0,14,1,53,8,-34,41,23,-28,9,12,-3,35.52463934,29.22327839,6.301360944,-34,-28,-6,0.04,-0.51,0.55,old,False,,,,,,,
,,,,,,43,male,team leader,2025-05-14_16h01.14.086,lotterie_task,2024.2.4,Win32,144.9275362,566feba6b937e400052d33b2,682496798d2b39949583f61c,6824afb6eacbe5a1a3d3ee3a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.16851856090404368],[0.08425924513075086],[1],[0],[0],[3.6374000000953686],"[""coins_a_3"",""coins_a_3""]",0,1,1,36,1,68,25,-12,60,2,-8,27,18,9,32.69046752,29.97776954,2.712697979,-12,-8,-4,0.09,0.65,-0.56,old,False,,,,,,,
,,,,,,43,male,team leader,2025-05-14_16h01.14.086,lotterie_task,2024.2.4,Win32,144.9275362,566feba6b937e400052d33b2,682496798d2b39949583f61c,6824afb6eacbe5a1a3d3ee3a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.13796297709147134],[0.05185183772334346],[1],[0],[0],[5.578200000047673],"[""coins_b_3"",""coins_b_3""]",0,2,2,29,1,80,72,-12,88,45,-2,46.66666667,43.66666667,3,41.61196409,36.7544404,4.857523695,-12,-2,-10,-0.69,-0.05,-0.64,old,False,,,,,,,
,,,,,,43,male,team leader,2025-05-14_16h01.14.086,lotterie_task,2024.2.4,Win32,144.9275362,566feba6b937e400052d33b2,682496798d2b39949583f61c,6824afb6eacbe5a1a3d3ee3a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.16388893127441406],[0.04907406700981988],[1],[0],[0],[4.29020000004769],"[""coins_a_3"",""coins_a_3""]",0,3,3,39,1,84,27,-36,73,4,-29,25,16,9,49.01020302,42.49705872,6.513144298,-36,-29,-7,-0.06,0.4,-0.46,old,False,,,,,,,
,,,,,,43,male,team leader,2025-05-14_16h01.14.086,lotterie_task,2024.2.4,Win32,144.9275362,566feba6b937e400052d33b2,682496798d2b39949583f61c,6824afb6eacbe5a1a3d3ee3a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.1546296720151548],[0.08240738621464481],[1],[0],[0],[3.6871000000238325],"[""coins_b_3"",""coins_b_3""]",0,4,4,21,1,70,12,-66,45,34,-63,5.333333333,5.333333333,0,55.72152985,48.52719741,7.194332436,-66,-63,-3,-0.18,-0.68,0.5,old,False,,,,,,,
,,,,,,43,male,team leader,2025-05-14_16h01.14.086,lotterie_task,2024.2.4,Win32,144.9275362,566feba6b937e400052d33b2,682496798d2b39949583f61c,6824afb6eacbe5a1a3d3ee3a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.142592606721101],[0.04907406700981988],[1],[0],[0],[3.486499999999978],"[""coins_a_3"",""coins_a_3""]",0,5,5,22,1,66,31,-13,68,19,-3,28,28,0,32.3213036,29.67602849,2.645275119,-13,-3,-10,-0.14,0.43,-0.57,old,False,,,,,,,
,,,,,,43,male,team leader,2025-05-14_16h01.14.086,lotterie_task,2024.2.4,Win32,144.9275362,566feba6b937e400052d33b2,682496798d2b39949583f61c,6824afb6eacbe5a1a3d3ee3a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.20185180946632666],[0.03148146028871889],[1],[0],[0],[5.286000000000001],"[""coins_b_3"",""coins_b_3""]",0,6,6,3,1,75,4,-67,57,43,-61,4,13,-9,57.97125725,52.63712252,5.334134731,-67,-61,-6,0,-0.67,0.67,old,False,,,,,,,
,,,,,,43,male,team leader,2025-05-14_16h01.14.086,lotterie_task,2024.2.4,Win32,144.9275362,566feba6b937e400052d33b2,682496798d2b39949583f61c,6824afb6eacbe5a1a3d3ee3a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.12037037037037036],[0.0638888676961263],[1],[0],[0],[15.66689999997618],"[""coins_b_3"",""coins_b_3""]",0,7,7,35,1,56,42,-72,65,9,-66,8.666666667,2.666666667,6,57.32558087,53.66770185,3.657879018,-72,-66,-6,-0.68,-0.18,-0.5,old,False,,,,,,,
,,,,,,43,male,team leader,2025-05-14_16h01.14.086,lotterie_task,2024.2.4,Win32,144.9275362,566feba6b937e400052d33b2,682496798d2b39949583f61c,6824afb6eacbe5a1a3d3ee3a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.23055556968406396],[0.05648146735297309],[1],[0],[0],[2.2891000000238364],"[""coins_a_3"",""coins_a_3""]",0,8,8,31,1,74,43,-22,76,14,-13,31.66666667,25.66666667,6,40.00277768,37.25885428,2.743923402,-22,-13,-9,-0.4,0.44,-0.84,old,False,,,,,,,
,,,,,,43,male,team leader,2025-05-14_16h01.14.086,lotterie_task,2024.2.4,Win32,144.9275362,566feba6b937e400052d33b2,682496798d2b39949583f61c,6824afb6eacbe5a1a3d3ee3a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.0888888747603805],[0.04722220809371383],[1],[0],[0],[2.420299999952306],"[""coins_b_3"",""coins_b_3""]",0,9,9,2,1,88,17,-44,82,43,-37,20.33333333,29.33333333,-9,53.94029621,49.5333782,4.406918017,-44,-37,-7,0.09,-0.39,0.48,old,False,,,,,,,
,,,,,,43,male,team leader,2025-05-14_16h01.14.086,lotterie_task,2024.2.4,Win32,144.9275362,566feba6b937e400052d33b2,682496798d2b39949583f61c,6824afb6eacbe5a1a3d3ee3a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.19537035624186197],[0.03055554849130136],[1],[0],[0],[3.251299999952323],"[""coins_b_3"",""coins_b_3""]",0,10,10,16,1,55,15,-13,42,31,-7,19,22,-3,27.90459938,20.99206199,6.91253739,-13,-7,-6,0.21,-0.56,0.77,old,False,,,,,,,
,,,,,,43,male,team leader,2025-05-14_16h01.14.086,lotterie_task,2024.2.4,Win32,144.9275362,566feba6b937e400052d33b2,682496798d2b39949583f61c,6824afb6eacbe5a1a3d3ee3a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.18425927338776765],[0.037037037037037035],[1],[0],[0],[2.7736000000238334],"[""coins_b_3"",""coins_b_3""]",0,11,11,12,1,98,41,-24,75,68,-19,38.33333333,41.33333333,-3,49.8419725,42.75771535,7.084257142,-24,-19,-5,-0.08,-0.69,0.61,old,False,,,,,,,
,,,,,,43,male,team leader,2025-05-14_16h01.14.086,lotterie_task,2024.2.4,Win32,144.9275362,566feba6b937e400052d33b2,682496798d2b39949583f61c,6824afb6eacbe5a1a3d3ee3a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.14444443031593604],[0.03981480775056062],[1],[0],[0],[3.8677000000476482],"[""coins_b_3"",""coins_b_3""]",0,12,12,42,1,39,22,-40,47,30,-33,7,14.67,7.67,1044.67,1036.22,-8.45,40,33,-7,0.05,0.1,0.05,old,true,,,,,,,
