agree_button.numClicks,agree_button.timesOn,agree_button.timesOff,decline_button.numClicks,decline_button.timesOn,decline_button.timesOff,age,sex,occupation,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,continue_button.numClicks,continue_button.timesOn,continue_button.timesOff,mouse_resp_3.x,mouse_resp_3.y,mouse_resp_3.leftButton,mouse_resp_3.midButton,mouse_resp_3.rightButton,mouse_resp_3.time,mouse_resp_3.clicked_name,questions_loop.thisRepN,questions_loop.thisTrialN,questions_loop.thisN,questions_loop.thisIndex,questions_loop.ran,text_response_box.text,submit_button.numClicks,submit_button.timesOn,submit_button.timesOff,questions_loop_2.thisRepN,questions_loop_2.thisTrialN,questions_loop_2.thisN,questions_loop_2.thisIndex,questions_loop_2.ran,continue_button_3.numClicks,continue_button_3.timesOn,continue_button_3.timesOff,block_init.started,block_init.stopped,mouse_resp.x,mouse_resp.y,mouse_resp.leftButton,mouse_resp.midButton,mouse_resp.rightButton,mouse_resp.time,mouse_resp.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,outcome_a1,outcome_a2,outcome_a3,outcome_b1,outcome_b2,outcome_b3,ev_a,ev_b,ev_diff,var_a,var_b,var_diff,loss_a,loss_b,loss_diff,skew_a,skew_b,skew_diff,lottery_type,sanity_check,continue_button_2.numClicks,continue_button_2.timesOn,continue_button_2.timesOff,bonus_payment,end_resp.keys,end_resp.rt,end_resp.duration
1,[13.558900000095367],[13.558900000095367],0,[],[],52,female,Retail Assistant,2025-05-25_16h30.22.135,lotterie_task,2024.2.4,Win32,62.89308176,648028bc524faa07ef0547eb,6833360e90b16110aa465fd4,68333770c17ffd3a524cae11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,52,female,Retail Assistant,2025-05-25_16h30.22.135,lotterie_task,2024.2.4,Win32,62.89308176,648028bc524faa07ef0547eb,6833360e90b16110aa465fd4,68333770c17ffd3a524cae11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,52,female,Retail Assistant,2025-05-25_16h30.22.135,lotterie_task,2024.2.4,Win32,62.89308176,648028bc524faa07ef0547eb,6833360e90b16110aa465fd4,68333770c17ffd3a524cae11,1,[43.932399999976155],[43.932399999976155],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,52,female,Retail Assistant,2025-05-25_16h30.22.135,lotterie_task,2024.2.4,Win32,62.89308176,648028bc524faa07ef0547eb,6833360e90b16110aa465fd4,68333770c17ffd3a524cae11,,,,[0.27407413058810765],[-0.28518524169921877],[1],[0],[0],[15.580700000047685],"[""coins_b"",""coins_b""]",0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,52,female,Retail Assistant,2025-05-25_16h30.22.135,lotterie_task,2024.2.4,Win32,62.89308176,648028bc524faa07ef0547eb,6833360e90b16110aa465fd4,68333770c17ffd3a524cae11,,,,[0.34814817640516493],[-0.2657407972547743],[1],[0],[0],[9.48989999997616],"[""coins_b"",""coins_b""]",1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,52,female,Retail Assistant,2025-05-25_16h30.22.135,lotterie_task,2024.2.4,Win32,62.89308176,648028bc524faa07ef0547eb,6833360e90b16110aa465fd4,68333770c17ffd3a524cae11,,,,,,,,,,,,,,,,33,1,[89.52810000002384],[89.52810000002384],0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,52,female,Retail Assistant,2025-05-25_16h30.22.135,lotterie_task,2024.2.4,Win32,62.89308176,648028bc524faa07ef0547eb,6833360e90b16110aa465fd4,68333770c17ffd3a524cae11,,,,,,,,,,,,,,,,33,1,[95.74460000002384],[95.74460000002384],1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,52,female,Retail Assistant,2025-05-25_16h30.22.135,lotterie_task,2024.2.4,Win32,62.89308176,648028bc524faa07ef0547eb,6833360e90b16110aa465fd4,68333770c17ffd3a524cae11,,,,,,,,,,,,,,,,,,,,,,,,,1,[108.38880000007153],[108.38880000007153],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,52,female,Retail Assistant,2025-05-25_16h30.22.135,lotterie_task,2024.2.4,Win32,62.89308176,648028bc524faa07ef0547eb,6833360e90b16110aa465fd4,68333770c17ffd3a524cae11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,52,female,Retail Assistant,2025-05-25_16h30.22.135,lotterie_task,2024.2.4,Win32,62.89308176,648028bc524faa07ef0547eb,6833360e90b16110aa465fd4,68333770c17ffd3a524cae11,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.684,108.6842,[0.3148148430718316],[0.020370356241861978],[1],[0],[0],[8.016600000023857],"[""coins_b_3"",""coins_b_3""]",0,0,0,23,1,95,48,-30,71,67,-25,37.66666667,37.66666667,0,51.55148451,44.3421044,7.209380118,-30,-25,-5,-0.29,-0.7,0.41,old,False,,,,,,,
