agree_button.numClicks,agree_button.timesOn,agree_button.timesOff,decline_button.numClicks,decline_button.timesOn,decline_button.timesOff,age,sex,occupation,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,continue_button.numClicks,continue_button.timesOn,continue_button.timesOff,mouse_resp_3.x,mouse_resp_3.y,mouse_resp_3.leftButton,mouse_resp_3.midButton,mouse_resp_3.rightButton,mouse_resp_3.time,mouse_resp_3.clicked_name,questions_loop.thisRepN,questions_loop.thisTrialN,questions_loop.thisN,questions_loop.thisIndex,questions_loop.ran,text_response_box.text,submit_button.numClicks,submit_button.timesOn,submit_button.timesOff,questions_loop_2.thisRepN,questions_loop_2.thisTrialN,questions_loop_2.thisN,questions_loop_2.thisIndex,questions_loop_2.ran,continue_button_3.numClicks,continue_button_3.timesOn,continue_button_3.timesOff,block_init.started,block_init.stopped,mouse_resp.x,mouse_resp.y,mouse_resp.leftButton,mouse_resp.midButton,mouse_resp.rightButton,mouse_resp.time,mouse_resp.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,outcome_a1,outcome_a2,outcome_a3,outcome_b1,outcome_b2,outcome_b3,ev_a,ev_b,ev_diff,var_a,var_b,var_diff,loss_a,loss_b,loss_diff,skew_a,skew_b,skew_diff,lottery_type,sanity_check,continue_button_2.numClicks,continue_button_2.timesOn,continue_button_2.timesOff,bonus_payment,end_resp.keys,end_resp.rt,end_resp.duration
1,[29.40589999961854],[29.40589999961854],0,[],[],33,ชาย,Manager,2025-05-25_11h29.27.420,lotterie_task,2024.2.4,MacIntel,57.14285714,615567110b3d6e418c6add32,6833360e90b16110aa465fd4,683336c39b064ab85c43e5b5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,33,ชาย,Manager,2025-05-25_11h29.27.420,lotterie_task,2024.2.4,MacIntel,57.14285714,615567110b3d6e418c6add32,6833360e90b16110aa465fd4,683336c39b064ab85c43e5b5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,33,ชาย,Manager,2025-05-25_11h29.27.420,lotterie_task,2024.2.4,MacIntel,57.14285714,615567110b3d6e418c6add32,6833360e90b16110aa465fd4,683336c39b064ab85c43e5b5,1,[98.421],[98.421],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,33,ชาย,Manager,2025-05-25_11h29.27.420,lotterie_task,2024.2.4,MacIntel,57.14285714,615567110b3d6e418c6add32,6833360e90b16110aa465fd4,683336c39b064ab85c43e5b5,,,,[0.37017994858611825],[-0.20051413881748073],[1],[0],[0],[40.906600000381445],"[""coins_b"",""coins_b""]",0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,33,ชาย,Manager,2025-05-25_11h29.27.420,lotterie_task,2024.2.4,MacIntel,57.14285714,615567110b3d6e418c6add32,6833360e90b16110aa465fd4,683336c39b064ab85c43e5b5,,,,[-0.35475578406169667],[-0.2210796915167095],[1],[0],[0],[26.494799999237102],"[""coins_a"",""coins_a""]",1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,33,ชาย,Manager,2025-05-25_11h29.27.420,lotterie_task,2024.2.4,MacIntel,57.14285714,615567110b3d6e418c6add32,6833360e90b16110aa465fd4,683336c39b064ab85c43e5b5,,,,,,,,,,,,,,,,33,1,[226.44389999961854],[226.44389999961854],0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,33,ชาย,Manager,2025-05-25_11h29.27.420,lotterie_task,2024.2.4,MacIntel,57.14285714,615567110b3d6e418c6add32,6833360e90b16110aa465fd4,683336c39b064ab85c43e5b5,,,,,,,,,,,,,,,,0,1,[236.79479999923703],[236.79479999923703],1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,33,ชาย,Manager,2025-05-25_11h29.27.420,lotterie_task,2024.2.4,MacIntel,57.14285714,615567110b3d6e418c6add32,6833360e90b16110aa465fd4,683336c39b064ab85c43e5b5,,,,,,,,,,,,,,,,,,,,,,,,,1,[267.7171999998092],[267.7171999998092],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,33,ชาย,Manager,2025-05-25_11h29.27.420,lotterie_task,2024.2.4,MacIntel,57.14285714,615567110b3d6e418c6add32,6833360e90b16110aa465fd4,683336c39b064ab85c43e5b5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,33,ชาย,Manager,2025-05-25_11h29.27.420,lotterie_task,2024.2.4,MacIntel,57.14285714,615567110b3d6e418c6add32,6833360e90b16110aa465fd4,683336c39b064ab85c43e5b5,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.9859,267.9861,[0.3380462724935733],[-0.012853470437017995],[1],[0],[0],[17.383000000000038],"[""coins_b_3"",""coins_b_3""]",0,0,0,8,1,69,24,-23,60,43,-15,23.33333333,29.33333333,-6,37.56180093,32.10745846,5.454342465,-23,-15,-8,-0.03,-0.56,0.53,old,False,,,,,,,
