agree_button.numClicks,agree_button.timesOn,agree_button.timesOff,decline_button.numClicks,decline_button.timesOn,decline_button.timesOff,age,sex,occupation,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,continue_button.numClicks,continue_button.timesOn,continue_button.timesOff,mouse_resp_3.x,mouse_resp_3.y,mouse_resp_3.leftButton,mouse_resp_3.midButton,mouse_resp_3.rightButton,mouse_resp_3.time,mouse_resp_3.clicked_name,questions_loop.thisRepN,questions_loop.thisTrialN,questions_loop.thisN,questions_loop.thisIndex,questions_loop.ran,text_response_box.text,submit_button.numClicks,submit_button.timesOn,submit_button.timesOff,questions_loop_2.thisRepN,questions_loop_2.thisTrialN,questions_loop_2.thisN,questions_loop_2.thisIndex,questions_loop_2.ran,continue_button_3.numClicks,continue_button_3.timesOn,continue_button_3.timesOff,block_init.started,block_init.stopped,mouse_resp.x,mouse_resp.y,mouse_resp.leftButton,mouse_resp.midButton,mouse_resp.rightButton,mouse_resp.time,mouse_resp.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,outcome_a1,outcome_a2,outcome_a3,outcome_b1,outcome_b2,outcome_b3,ev_a,ev_b,ev_diff,var_a,var_b,var_diff,loss_a,loss_b,loss_diff,skew_a,skew_b,skew_diff,lottery_type,sanity_check,continue_button_2.numClicks,continue_button_2.timesOn,continue_button_2.timesOff,bonus_payment,end_resp.keys,end_resp.rt,end_resp.duration
1,[1.8992999999970266],[1.8992999999970266],0,[],[],25,male,computer scientist,2025-05-14_17h07.33.501,lotterie_task,2024.2.4,Win32,163.9344262,66e7209b6ee5ee81f22afeb5,682496798d2b39949583f61c,6824afe44b950066b27322c0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,25,male,computer scientist,2025-05-14_17h07.33.501,lotterie_task,2024.2.4,Win32,163.9344262,66e7209b6ee5ee81f22afeb5,682496798d2b39949583f61c,6824afe44b950066b27322c0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,25,male,computer scientist,2025-05-14_17h07.33.501,lotterie_task,2024.2.4,Win32,163.9344262,66e7209b6ee5ee81f22afeb5,682496798d2b39949583f61c,6824afe44b950066b27322c0,1,[2.858799999997018],[2.858799999997018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,25,male,computer scientist,2025-05-14_17h07.33.501,lotterie_task,2024.2.4,Win32,163.9344262,66e7209b6ee5ee81f22afeb5,682496798d2b39949583f61c,6824afe44b950066b27322c0,,,,[0.26499712103010437],[-0.2322717732664524],[1],[0],[0],[42.120599999994056],"[""coins_b"",""coins_b""]",0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,25,male,computer scientist,2025-05-14_17h07.33.501,lotterie_task,2024.2.4,Win32,163.9344262,66e7209b6ee5ee81f22afeb5,682496798d2b39949583f61c,6824afe44b950066b27322c0,,,,[-0.339520487426012],[-0.23134599052475815],[1],[0],[0],[16.82290000000603],"[""coins_a"",""coins_a""]",1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,25,male,computer scientist,2025-05-14_17h07.33.501,lotterie_task,2024.2.4,Win32,163.9344262,66e7209b6ee5ee81f22afeb5,682496798d2b39949583f61c,6824afe44b950066b27322c0,,,,,,,,,,,,,,,,"33,33",1,[87.268299999997],[87.268299999997],0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,25,male,computer scientist,2025-05-14_17h07.33.501,lotterie_task,2024.2.4,Win32,163.9344262,66e7209b6ee5ee81f22afeb5,682496798d2b39949583f61c,6824afe44b950066b27322c0,,,,,,,,,,,,,,,,"33,33",1,[99.99450000000002],[99.99450000000002],1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,25,male,computer scientist,2025-05-14_17h07.33.501,lotterie_task,2024.2.4,Win32,163.9344262,66e7209b6ee5ee81f22afeb5,682496798d2b39949583f61c,6824afe44b950066b27322c0,,,,,,,,,,,,,,,,,,,,,,,,,1,[121.43060000000895],[121.43060000000895],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,25,male,computer scientist,2025-05-14_17h07.33.501,lotterie_task,2024.2.4,Win32,163.9344262,66e7209b6ee5ee81f22afeb5,682496798d2b39949583f61c,6824afe44b950066b27322c0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,25,male,computer scientist,2025-05-14_17h07.33.501,lotterie_task,2024.2.4,Win32,163.9344262,66e7209b6ee5ee81f22afeb5,682496798d2b39949583f61c,6824afe44b950066b27322c0,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.7212,121.7212,[-0.312673595917929],[-0.02582856156918279],[1],[0],[0],[15.826099999993971],"[""coins_a_3"",""coins_a_3""]",0,0,0,38,1,90,44,-48,88,16,-45,28.66666667,19.66666667,9,57.37207993,54.3588897,3.013190235,-48,-45,-3,-0.38,0.1,-0.48,old,False,,,,,,,
,,,,,,25,male,computer scientist,2025-05-14_17h07.33.501,lotterie_task,2024.2.4,Win32,163.9344262,66e7209b6ee5ee81f22afeb5,682496798d2b39949583f61c,6824afe44b950066b27322c0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.29138127655215756],[0.005647119339517566],[1],[0],[0],[16.16189999999108],"[""coins_b_3"",""coins_b_3""]",0,1,1,12,1,98,41,-24,75,68,-19,38.33333333,41.33333333,-3,49.8419725,42.75771535,7.084257142,-24,-19,-5,-0.08,-0.69,0.61,old,False,,,,,,,
,,,,,,25,male,computer scientist,2025-05-14_17h07.33.501,lotterie_task,2024.2.4,Win32,163.9344262,66e7209b6ee5ee81f22afeb5,682496798d2b39949583f61c,6824afe44b950066b27322c0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.3098963098467732],[-0.024902778827488543],[1],[0],[0],[14.604400000005967],"[""coins_a_3"",""coins_a_3""]",0,2,2,32,1,93,64,-10,95,40,-6,49,43,6,43.36665386,41.28760912,2.079044738,-10,-6,-4,-0.48,0.11,-0.59,old,False,,,,,,,
,,,,,,25,male,computer scientist,2025-05-14_17h07.33.501,lotterie_task,2024.2.4,Win32,163.9344262,66e7209b6ee5ee81f22afeb5,682496798d2b39949583f61c,6824afe44b950066b27322c0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.3311886913664715],[-0.010090721114832613],[1],[0],[0],[15.006899999991106],"[""coins_a_3"",""coins_a_3""]",0,3,3,33,1,61,54,-82,79,11,-75,11,5,6,65.82299497,63.01322612,2.809768844,-82,-75,-7,-0.7,-0.14,-0.56,old,False,,,,,,,
,,,,,,25,male,computer scientist,2025-05-14_17h07.33.501,lotterie_task,2024.2.4,Win32,163.9344262,66e7209b6ee5ee81f22afeb5,682496798d2b39949583f61c,6824afe44b950066b27322c0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.27842069109199974],[0.001018361015863671],[1],[0],[0],[12.35429999999701],"[""coins_a_3"",""coins_a_3""]",0,4,4,35,1,56,42,-72,65,9,-66,8.666666667,2.666666667,6,57.32558087,53.66770185,3.657879018,-72,-66,-6,-0.68,-0.18,-0.5,old,False,,,,,,,
,,,,,,25,male,computer scientist,2025-05-14_17h07.33.501,lotterie_task,2024.2.4,Win32,163.9344262,66e7209b6ee5ee81f22afeb5,682496798d2b39949583f61c,6824afe44b950066b27322c0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.19649131137824594],[-0.03138307155756746],[1],[0],[0],[19.873499999999922],"[""coins_b_3"",""coins_b_3""]",0,5,5,11,1,88,33,-10,73,59,-3,37,43,-6,40.10818703,33.02524287,7.082944157,-10,-3,-7,0.15,-0.61,0.76,old,False,,,,,,,
,,,,,,25,male,computer scientist,2025-05-14_17h07.33.501,lotterie_task,2024.2.4,Win32,163.9344262,66e7209b6ee5ee81f22afeb5,682496798d2b39949583f61c,6824afe44b950066b27322c0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.2386132141237589],[0.01768192205798116],[1],[0],[0],[16.096000000000004],"[""coins_b_3"",""coins_b_3""]",0,6,6,42,1,39,22,-40,47,30,-33,7,14.67,7.67,1044.67,1036.22,-8.45,40,33,-7,0.05,0.1,0.05,old,true,,,,,,,
,,,,,,25,male,computer scientist,2025-05-14_17h07.33.501,lotterie_task,2024.2.4,Win32,163.9344262,66e7209b6ee5ee81f22afeb5,682496798d2b39949583f61c,6824afe44b950066b27322c0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.39136273603575294],[0.001018361015863671],[1],[0],[0],[24.1756000000089],"[""coins_b_3"",""coins_b_3""]",0,7,7,19,1,92,60,-21,99,43,-11,43.66666667,43.66666667,0,47.55581516,44.90978611,2.646029045,-21,-11,-10,-0.47,0.02,-0.49,old,False,,,,,,,
,,,,,,25,male,computer scientist,2025-05-14_17h07.33.501,lotterie_task,2024.2.4,Win32,163.9344262,66e7209b6ee5ee81f22afeb5,682496798d2b39949583f61c,6824afe44b950066b27322c0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.41913534813160325],[-0.009164938373138365],[1],[0],[0],[15.057400000005941],"[""coins_b_3"",""coins_b_3""]",0,8,8,17,1,99,35,-16,88,50,-11,39.33333333,42.33333333,-3,47.0484384,40.77853466,6.269903738,-16,-11,-5,0.14,-0.28,0.42,old,False,,,,,,,
,,,,,,25,male,computer scientist,2025-05-14_17h07.33.501,lotterie_task,2024.2.4,Win32,163.9344262,66e7209b6ee5ee81f22afeb5,682496798d2b39949583f61c,6824afe44b950066b27322c0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.3043417998583885],[0.01953342538744272],[1],[0],[0],[13.056299999997009],"[""coins_b_3"",""coins_b_3""]",0,9,9,9,1,83,23,-56,70,49,-51,16.66666667,22.66666667,-6,56.92294987,52.7909925,4.131957375,-56,-51,-5,-0.17,-0.62,0.45,old,False,,,,,,,
,,,,,,25,male,computer scientist,2025-05-14_17h07.33.501,lotterie_task,2024.2.4,Win32,163.9344262,66e7209b6ee5ee81f22afeb5,682496798d2b39949583f61c,6824afe44b950066b27322c0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.12891128446808173],[-0.0017589250552921334],[1],[0],[0],[16.584999999999923],"[""coins_b_3"",""coins_b_3""]",0,10,10,16,1,55,15,-13,42,31,-7,19,22,-3,27.90459938,20.99206199,6.91253739,-13,-7,-6,0.21,-0.56,0.77,old,False,,,,,,,
,,,,,,25,male,computer scientist,2025-05-14_17h07.33.501,lotterie_task,2024.2.4,Win32,163.9344262,66e7209b6ee5ee81f22afeb5,682496798d2b39949583f61c,6824afe44b950066b27322c0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.24185336048879838],[-0.014719479438486506],[1],[0],[0],[13.944399999991106],"[""coins_a_3"",""coins_a_3""]",0,11,11,37,1,91,81,-24,99,44,-22,49.33333333,40.33333333,9,52.01495511,49.46603773,2.548917383,-24,-22,-2,-0.69,-0.11,-0.58,old,False,,,,,,,
,,,,,,25,male,computer scientist,2025-05-14_17h07.33.501,lotterie_task,2024.2.4,Win32,163.9344262,66e7209b6ee5ee81f22afeb5,682496798d2b39949583f61c,6824afe44b950066b27322c0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.32748568470754835],[-0.03601186095818483],[1],[0],[0],[27.71690000000592],"[""coins_a_3"",""coins_a_3""]",0,12,12,25,1,91,67,-10,95,46,-2,49.33333333,46.33333333,3,43.08389748,39.60078563,3.483111855,-10,-2,-8,-0.55,0.01,-0.56,old,False,,,,,,,
,,,,,,25,male,computer scientist,2025-05-14_17h07.33.501,lotterie_task,2024.2.4,Win32,163.9344262,66e7209b6ee5ee81f22afeb5,682496798d2b39949583f61c,6824afe44b950066b27322c0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.23583599020653004],[-0.0684132624546525],[1],[0],[0],[27.44759999999394],"[""coins_b_3"",""coins_b_3""]",0,13,13,22,1,66,31,-13,68,19,-3,28,28,0,32.3213036,29.67602849,2.645275119,-13,-3,-10,-0.14,0.43,-0.57,old,False,,,,,,,
,,,,,,25,male,computer scientist,2025-05-14_17h07.33.501,lotterie_task,2024.2.4,Win32,163.9344262,66e7209b6ee5ee81f22afeb5,682496798d2b39949583f61c,6824afe44b950066b27322c0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[-0.2876782077393075],[-0.018422486097409624],[1],[0],[0],[17.25879999999711],"[""coins_b_3"",""coins_b_3""]",0,14,14,1,1,85,2,-81,57,52,-76,2,11,-9,67.76921622,61.55214591,6.217070303,-81,-76,-5,0,-0.7,0.7,old,False,,,,,,,
