outcome_a1,outcome_a2,outcome_a3,outcome_b1,outcome_b2,outcome_b3,ev_a,ev_b,ev_diff,var_a,var_b,var_diff,loss_a,loss_b,loss_diff,skew_a,skew_b,skew_diff,lottery_type,sanity_check
92,2,-70,66,50,-65,8.0,17.0,-9.0,66.27216610312357,58.349521563305615,7.922644539817952,-70,-65,-5,0.14,-0.67,0.81,old,False
65,13,-18,61,36,-10,20.0,29.0,-9.0,34.2442209236342,29.40521495698793,4.839005966646273,-18,-10,-8,0.3,-0.34,0.64,old,False
82,11,-76,60,51,-67,5.666666666666667,14.666666666666666,-9.0,64.61338010728807,57.86382481501048,6.749555292277584,-76,-67,-9,-0.12,-0.69,0.57,old,False
91,22,-54,72,61,-47,19.666666666666668,28.666666666666668,-9.0,59.21899094791205,53.69254034676408,5.526450601147964,-54,-47,-7,-0.06,-0.68,0.6200000000000001,old,False
60,5,-41,53,30,-32,8.0,17.0,-9.0,41.28760911782937,35.89800365851375,5.389605459315618,-41,-32,-9,0.11,-0.5,0.61,old,False
48,3,-24,46,23,-15,9.0,18.0,-9.0,29.69848480983499,25.152865973217978,4.54561883661702,-24,-15,-9,0.29,-0.29,0.58,old,False
99,52,-13,90,75,-9,46.0,52.0,-6.0,45.92022067310507,43.56604182158393,2.354178851521141,-13,-9,-4,-0.19,-0.64,0.45,old,False
82,31,-53,64,62,-48,20.0,26.0,-6.0,55.65968020030299,52.33227175144097,3.327408448862016,-53,-48,-5,-0.29,-0.71,0.42,old,False
48,21,-20,41,36,-10,16.333333333333332,22.333333333333332,-6.0,27.956315128349008,22.95406040091576,5.00225472743325,-20,-10,-10,-0.25,-0.68,0.43,old,False
56,8,-52,40,33,-43,4.0,10.0,-6.0,44.181444068749045,37.58545818087983,6.595985887869212,-52,-43,-9,-0.14,-0.69,0.5499999999999999,old,False
85,24,-45,67,54,-39,21.333333333333332,27.333333333333332,-6.0,53.1057644914582,47.204048790566915,5.9017157008912875,-45,-39,-6,-0.08,-0.67,0.5900000000000001,old,False
79,13,-40,74,33,-37,17.333333333333332,23.333333333333332,-6.0,48.678080853250115,45.82818152864264,2.8498993246074775,-40,-37,-3,0.13,-0.31,0.44,old,False
59,9,-67,40,31,-61,0.3333333333333333,3.3333333333333335,-3.0,51.80304581349976,45.638677554119475,6.164368259380289,-67,-61,-6,-0.25,-0.69,0.4399999999999999,old,False
79,16,-61,58,42,-57,11.333333333333334,14.333333333333334,-3.0,57.24993934979805,50.861467624213205,6.388471725584843,-61,-57,-4,-0.12,-0.65,0.53,old,False
63,16,-47,44,40,-43,10.666666666666666,13.666666666666666,-3.0,45.065384597148274,40.10264607506869,4.96273852207959,-47,-43,-4,-0.18,-0.7,0.52,old,False
74,21,-46,56,42,-40,16.333333333333332,19.333333333333332,-3.0,49.100803342602134,42.34251868853445,6.758284654067687,-46,-40,-6,-0.14,-0.65,0.51,old,False
61,12,-35,44,34,-31,12.666666666666666,15.666666666666666,-3.0,39.19467083956978,33.2498955721,5.94477526746978,-35,-31,-4,0.03,-0.66,0.6900000000000001,old,False
96,19,-78,77,43,-74,12.333333333333334,15.333333333333334,-3.0,71.19144767612345,64.67525716136649,6.516190514756957,-78,-74,-4,-0.14,-0.56,0.42,old,False
98,42,-26,70,68,-24,38.0,38.0,0.0,50.70174224488411,43.84822307308093,6.853519171803185,-26,-24,-2,-0.12,-0.71,0.59,old,False
53,8,-35,40,19,-33,8.666666666666666,8.666666666666666,0.0,35.92894221778438,30.684777260973487,5.244164956810895,-35,-33,-2,0.03,-0.47,0.5,old,False
57,19,-12,42,29,-7,21.333333333333332,21.333333333333332,0.0,28.21740991342441,20.725722075613085,7.491687837811327,-12,-7,-5,0.12,-0.5,0.62,old,False
70,57,-28,78,40,-19,33.0,33.0,0.0,43.45879274285777,39.9082280572148,3.550564685642968,-28,-19,-9,-0.66,-0.26,-0.4,old,False
74,5,-55,57,19,-52,8.0,8.0,0.0,52.706735812417755,45.17373868373822,7.532997128679533,-55,-52,-3,0.09,-0.35,0.4399999999999999,old,False
78,43,-10,60,54,-3,37.0,37.0,0.0,36.175498153676706,28.39013913315678,7.785359020519927,-10,-3,-7,-0.24,-0.68,0.44,old,False
53,40,-11,50,25,-2,27.333333333333332,24.333333333333332,3.0,27.620443314488796,21.23414441151065,6.386298902978147,-11,-2,-9,-0.59,-0.05,-0.5399999999999999,old,False
98,58,-16,96,41,-6,46.666666666666664,43.666666666666664,3.0,47.22522866246623,41.6839963961657,5.541232266300526,-16,-6,-10,-0.35,0.1,-0.4499999999999999,old,False
87,78,-16,94,52,-6,49.666666666666664,46.666666666666664,3.0,46.578488120113505,40.99864496405812,5.579843156055382,-16,-6,-10,-0.69,-0.19,-0.4999999999999999,old,False
57,44,-13,53,29,-3,29.333333333333332,26.333333333333332,3.0,30.40102337458761,22.939534045447004,7.461489329140601,-13,-3,-10,-0.61,-0.17,-0.4399999999999999,old,False
58,38,-11,53,25,-2,28.333333333333332,25.333333333333332,3.0,28.986586936412884,22.45489305746572,6.531693878947163,-11,-2,-9,-0.46,0.02,-0.48,old,False
85,68,-15,91,43,-5,46.0,43.0,3.0,43.688289811649376,39.191835884530846,4.49645392711853,-15,-5,-10,-0.63,0.0,-0.63,old,False
77,69,-21,82,39,-14,41.666666666666664,35.666666666666664,6.0,44.43222054120435,39.2626483512709,5.169572189933454,-21,-14,-7,-0.69,-0.13,-0.5599999999999999,old,False
79,63,-12,80,36,-4,43.333333333333336,37.333333333333336,6.0,39.66806720216597,34.30581421404962,5.362252988116353,-12,-4,-8,-0.62,0.06,-0.6799999999999999,old,False
46,32,-39,42,9,-30,13.0,7.0,6.0,37.2111094522411,29.42787793912432,7.783231513116775,-39,-30,-9,-0.63,-0.1,-0.53,old,False
46,30,-55,47,6,-50,7.0,1.0,6.0,44.3245605355165,39.75759885439093,4.566961681125569,-55,-50,-5,-0.64,-0.19,-0.45,old,False
73,52,-43,84,13,-33,27.333333333333332,21.333333333333332,6.0,50.46671070011289,48.12714641678044,2.33956428333245,-43,-33,-10,-0.62,0.25,-0.87,old,False
64,62,-48,70,29,-39,26.0,20.0,6.0,52.33227175144097,44.95182606598609,7.38044568545488,-48,-39,-9,-0.71,-0.29,-0.42,old,False
70,51,-43,75,10,-34,26.0,17.0,9.0,49.4031038161234,44.773504069557326,4.629599746566072,-43,-34,-9,-0.63,0.23,-0.86,old,False
65,57,-40,69,18,-32,27.333333333333332,18.333333333333332,9.0,47.72374205314956,41.23375100839387,6.4899910447556906,-40,-32,-8,-0.69,0.01,-0.7,old,False
79,64,-29,81,28,-22,38.0,29.0,9.0,47.77028364998475,42.05551886098502,5.71476478899973,-29,-22,-7,-0.66,0.04,-0.7000000000000001,old,False
91,79,-11,99,39,-6,53.0,44.0,9.0,45.51922670696417,43.01162633521314,2.507600371751032,-11,-6,-5,-0.67,0.17,-0.8400000000000001,old,False
80,43,-35,75,18,-32,29.333333333333332,20.333333333333332,9.0,47.93282336307299,43.71371511195186,4.219108251121128,-35,-32,-3,-0.4,0.08,-0.48,old,False
79,40,-26,73,13,-20,31.0,22.0,9.0,43.3358973600409,38.49675310984031,4.83914425020059,-26,-20,-6,-0.3,0.34,-0.64,old,False
65,50,-10,72,55,-4,35.0,41.0,6.0,900.0,860.0,-40.0,10,4,-6,-0.2,0.05,0.25,old,true
